"TAHUN","MAHASISWA","SKOR_MAT","SKOR_FIS","SKOR_ING","SKOR_IND","SKOR_SKO","SKOR_SKO_NALAR","SKOR_SKO_PAHAM","SKOR_SKO_BACAAN","SKOR_SKO_KUANTITATIF","SKOR_BENAR_SEMUA","SKOR_TOTAL"
2021,21277,9,9,3,7.5,6,,,,,212,
2021,21361,39,21,13.5,18,11,,,,,212,
2021,21266,18,27,7.5,10.5,6,,,,,212,
2021,21353,6,12,13.5,10.5,8,,,,,212,
2021,21060,33,48,19.5,16.5,14,,,,,212,
2021,21008,30,21,12,13.5,12,,,,,212,
2021,21103,45,33,12,15,12,,,,,212,
2021,21373,15,15,10.5,10.5,7,,,,,212,
2021,21045,33,45,6,13.5,10,,,,,212,
2021,21323,24,18,10.5,13.5,11,,,,,212,
2021,20979,18,27,1.5,7.5,9,,,,,212,
2021,21379,15,15,15,18,6,,,,,212,
2021,21116,54,36,12,13.5,9,,,,,212,
2021,20994,24,30,9,7.5,13,,,,,212,
2021,21091,51,42,10.5,12,9,,,,,212,
2021,21270,27,33,16.5,18,16,,,,,212,
2021,21238,48,48,6,16.5,11,,,,,212,
2021,21160,30,18,10.5,15,13,,,,,212,
2021,21031,15,15,6,12,9,,,,,212,
2021,21178,42,30,16.5,16.5,8,,,,,212,
2021,21181,21,33,19.5,16.5,13,,,,,212,
2021,21184,48,39,9,18,13,,,,,212,
2021,21039,21,27,10.5,12,15,,,,,212,
2021,21216,36,45,6,13.5,9,,,,,212,
2021,21230,18,18,9,9,8,,,,,212,
2021,21121,45,36,21,18,16,,,,,212,
2021,21165,12,18,7.5,6,8,,,,,212,
2021,21070,33,24,18,18,15,,,,,212,
2021,21232,18,27,7.5,15,16,,,,,212,
2021,21241,33,15,10.5,7.5,10,,,,,212,
2021,21340,33,24,16.5,16.5,12,,,,,212,
2021,21342,30,36,13.5,9,13,,,,,212,
2021,21343,24,42,9,12,11,,,,,212,
2021,21745,21,15,4.5,7.5,4,,,,,128,40.63
2021,21459,27,18,10.5,9,4,,,,,128,53.52
2021,21665,45,30,9,9,5,,,,,128,76.56
2021,21438,36,21,7.5,6,7,,,,,128,60.55
2021,21646,24,24,4.5,4.5,5,,,,,128,48.44
2021,21836,24,9,4.5,7.5,6,,,,,128,39.84
2021,21476,36,12,4.5,4.5,6,,,,,128,49.22
2021,21337,21,36,15,15,15,,,,,212,
2021,21236,48,27,6,13.5,13,,,,,212,
2021,21128,48,33,18,12,9,,,,,212,
2021,21067,15,30,9,13.5,12,,,,,212,
2021,20982,39,57,7.5,10.5,13,,,,,212,
2021,21168,36,36,16.5,16.5,13,,,,,212,
2021,21365,27,9,13.5,13.5,11,,,,,212,
2021,21375,9,15,4.5,7.5,10,,,,,212,
2021,21211,36,27,10.5,10.5,12,,,,,212,
2021,21355,33,39,9,10.5,15,,,,,212,
2021,21362,33,30,13.5,10.5,13,,,,,212,
2021,21587,18,18,0,4.5,4,,,,,128,39.53
2021,21659,15,12,9,7.5,3,,,,,128,36.33
2021,21017,39,45,13.5,16.5,6,,,,,212,
2021,21292,6,9,4.5,10.5,8,,,,,212,
2021,21289,9,24,6,0,8,,,,,212,
2021,21192,6,18,7.5,6,4,,,,,212,
2021,21163,39,42,15,16.5,12,,,,,212,
2021,21034,12,9,6,10.5,7,,,,,212,
2021,21283,12,12,3,9,8,,,,,212,
2021,21022,30,27,21,19.5,13,,,,,212,
2021,21065,36,33,13.5,10.5,9,,,,,212,
2021,20977,15,12,6,7.5,9,,,,,212,
2021,21196,18,21,3,3,7,,,,,212,
2021,21264,15,36,18,10.5,8,,,,,212,
2021,21081,33,36,19.5,7.5,13,,,,,212,
2021,21110,36,54,19.5,9,15,,,,,212,
2021,21257,24,24,6,10.5,9,,,,,212,
2021,21129,21,21,10.5,7.5,13,,,,,212,
2021,21143,30,18,9,10.5,12,,,,,212,
2022,22994,21,27,10.5,18,12,,,,,212,41.75
2022,23000,45,21,13.5,16.5,13,,,,,212,51.42
2022,23013,27,30,6,13.5,10,,,,,212,40.8
2022,22983,27,15,16.5,10.5,10,,,,,212,37.26
2022,23030,33,21,10.5,18,12,,,,,212,44.58
2022,23033,27,24,16.5,10.5,13,,,,,212,42.92
2022,23034,42,12,9,19.5,14,,,,,212,45.52
2022,23036,24,15,15,10.5,10,,,,,212,35.14
2022,23039,9,18,3,13.5,9,,,,,212,24.76
2022,23041,24,27,3,9,11,,,,,212,34.91
2022,23054,18,12,7.5,3,9,,,,,212,23.35
2022,22938,45,9,4.5,13.5,8,,,,,212,37.74
2022,22943,33,36,3,18,15,,,,,212,49.53
2022,23078,30,18,10.5,15,12,,,,,212,40.33
2022,23091,18,6,16.5,13.5,14,,,,,212,32.08
2022,23100,18,9,10.5,13.5,14,,,,,212,30.66
2022,23146,9,6,3,6,9,,,,,212,15.57
2022,23149,30,18,6,13.5,10,,,,,212,36.56
2022,22596,24,24,13.5,13.5,13,,,,,212,41.51
2022,22830,21,21,12,15,11,,,,,212,37.74
2022,22571,18,21,7.5,13.5,10,,,,,212,33.02
2022,22763,15,15,6,10.5,12,,,,,212,27.59
2022,22825,18,27,7.5,15,11,,,,,212,37.03
2022,22683,42,42,15,15,13,,,,,212,59.91
2022,22718,18,15,1.5,6,6,,,,,212,21.93
2022,22772,27,6,3,10.5,8,,,,,212,25.71
2022,22618,63,63,10.5,19.5,9,,,,,212,77.83
2022,22595,48,21,10.5,13.5,13,,,,,212,50
2022,22690,45,45,15,13.5,13,,,,,212,62.03
2022,22727,24,18,10.5,9,14,,,,,212,35.61
2022,22733,33,33,9,9,12,,,,,212,45.28
2022,22784,27,24,15,16.5,15,,,,,212,45.99
2022,22801,15,18,15,16.5,13,,,,,212,36.56
2022,22771,3,12,12,12,12,,,,,212,24.06
2022,22564,9,15,1.5,13.5,7,,,,,212,21.7
2022,22610,39,18,9,16.5,15,,,,,212,45.99
2022,22615,9,18,15,16.5,12,,,,,212,33.25
2022,22678,18,27,10.5,15,11,,,,,212,38.44
2022,22816,9,15,12,10.5,9,,,,,212,26.18
2022,22607,18,24,3,10.5,8,,,,,212,29.95
2022,22788,21,27,9,15,14,,,,,212,40.57
2022,22599,15,18,12,21,13,,,,,212,37.26
2022,22822,27,18,9,16.5,13,,,,,212,39.39
2022,22605,21,36,16.5,15,10,,,,,212,46.46
2022,22645,39,42,21,18,16,,,,,212,64.15
2022,22725,39,18,7.5,15,9,,,,,212,41.75
2022,22569,24,33,10.5,9,11,,,,,212,41.27
2022,22790,39,18,9,13.5,12,,,,,212,43.16
2022,22686,39,30,13.5,13.5,11,,,,,212,50.47
2022,22757,24,45,7.5,16.5,11,,,,,212,49.06
2022,22687,30,27,4.5,10.5,14,,,,,212,40.57
2022,23079,33,15,10.5,13.5,14,,,,,212,40.57
2022,23081,30,24,4.5,15,11,,,,,212,39.86
2022,22796,21,30,6,12,16,,,,,212,40.09
2022,22741,21,27,12,15,10,,,,,212,40.09
2022,22668,21,24,13.5,16.5,16,,,,,212,42.92
2022,22704,18,15,10.5,4.5,6,,,,,212,25.47
2022,22769,24,27,7.5,15,13,,,,,212,40.8
2022,22609,30,18,10.5,13.5,10,,,,,212,38.68
2022,22808,21,18,15,16.5,14,,,,,212,39.86
2022,22795,9,24,10.5,9,9,,,,,212,29.01
2022,22641,27,21,12,15,12,,,,,212,41.04
2022,22612,60,15,10.5,15,11,,,,,212,52.59
2022,22778,27,18,13.5,19.5,15,,,,,212,43.87
2022,22698,21,24,18,16.5,15,,,,,212,44.58
2022,22729,15,27,12,16.5,13,,,,,212,39.39
2022,22572,39,24,9,10.5,8,,,,,212,42.69
2022,22755,12,18,9,9,11,,,,,212,27.83
2022,22699,30,18,13.5,13.5,11,,,,,212,40.57
2022,22695,45,36,12,21,11,,,,,212,58.96
2022,22749,33,15,9,19.5,14,,,,,212,42.69
2022,22659,18,18,12,13.5,11,,,,,212,34.2
2022,22713,33,21,13.5,19.5,9,,,,,212,45.28
2022,23068,18,3,15,16.5,16,,,,,212,32.31
2022,23072,27,15,3,13.5,10,,,,,212,32.31
2022,22657,12,12,9,7.5,9,,,,,212,23.35
2022,22685,33,33,7.5,13.5,11,,,,,212,46.23
2022,22694,21,15,21,18,14,,,,,212,41.98
2022,22818,6,0,7.5,12,8,,,,,212,15.8
2022,22821,9,9,4.5,13.5,13,,,,,212,23.11
2022,23050,21,30,4.5,13.5,9,,,,,212,36.79
2022,23064,21,15,6,13.5,14,,,,,212,32.78
2022,23052,21,6,7.5,19.5,10,,,,,212,30.19
2022,23005,39,33,6,10.5,2,,,,,212,42.69
2022,23088,21,6,15,13.5,11,,,,,212,31.37
2022,22711,18,24,15,13.5,16,,,,,212,40.8
2022,22737,42,9,9,19.5,11,,,,,212,42.69
2022,22740,39,3,10.5,12,15,,,,,212,37.5
2022,22746,15,15,12,12,10,,,,,212,30.19
2022,22807,18,18,18,13.5,13,,,,,212,37.97
2022,23107,33,30,4.5,9,9,,,,,212,40.33
2022,23220,15,9,9,13.5,16,,,,,212,
2022,23214,18,27,10.5,13.5,11,,,,,212,
2022,23227,21,21,4.5,4.5,6,,,,,212,
2022,22628,30,33,12,16.5,10,,,,,212,47.88
2022,22617,30,33,12,9,9,,,,,212,43.87
2022,22791,27,21,15,12,13,,,,,212,41.51
2022,22604,24,21,15,15,9,,,,,212,39.62
2022,22726,30,45,19.5,19.5,15,,,,,212,60.85
2022,22789,27,9,9,7.5,9,,,,,212,29.01
2022,22738,21,12,7.5,4.5,8,,,,,212,25
2022,22776,15,27,13.5,15,10,,,,,212,37.97
2022,22735,27,30,18,15,10,,,,,212,47.17
2022,22619,33,36,10.5,13.5,14,,,,,212,50.47
2022,22640,36,21,9,12,11,,,,,212,41.98
2022,22744,21,18,19.5,18,9,,,,,212,40.33
2022,22684,51,27,10.5,12,9,,,,,212,51.65
2022,22728,12,30,9,13.5,17,,,,,212,38.44
2022,22730,21,30,13.5,7.5,12,,,,,212,39.62
2022,22736,42,18,15,18,16,,,,,212,51.42
2022,22739,24,21,16.5,13.5,14,,,,,212,41.98
2022,22748,15,27,19.5,12,13,,,,,212,40.8
2022,22762,60,36,12,21,11,,,,,212,66.04
2022,22767,30,18,13.5,15,14,,,,,212,42.69
2022,22922,45,30,9,19.5,17,,,,,212,56.84
2022,22928,33,27,4.5,16.5,14,,,,,212,44.81
2022,22997,18,21,4.5,9,11,,,,,212,29.95
2022,23032,33,12,15,15,10,,,,,212,40.09
2022,22864,27,21,9,6,5,,,,,212,32.08
2022,23007,27,9,9,13.5,12,,,,,212,33.25
2022,22863,54,30,10.5,15,13,,,,,212,57.78
2022,22913,24,24,7.5,15,14,,,,,212,39.86
2022,22947,69,60,18,19.5,15,,,,,212,85.61
2022,22906,18,33,9,13.5,7,,,,,212,37.97
2022,22974,30,30,9,13.5,13,,,,,212,45.05
2022,22893,33,33,10.5,16.5,13,,,,,212,50
2022,22945,36,27,13.5,13.5,15,,,,,212,49.53
2022,22888,45,15,15,15,16,,,,,212,50
2022,22787,27,24,7.5,16.5,10,,,,,212,40.09
2022,22979,54,42,12,13.5,9,,,,,212,61.56
2022,22999,42,24,7.5,9,7,,,,,212,42.22
2022,23011,27,18,7.5,18,15,,,,,212,40.33
2022,23014,12,12,16.5,13.5,18,,,,,212,33.96
2022,23027,60,33,18,13.5,7,,,,,212,62.03
2022,23215,15,15,1.5,12,12,,,,,212,
2022,23219,27,12,10.5,1.5,0,,,,,212,
2022,22775,39,24,4.5,12,10,,,,,212,42.22
2022,22692,36,18,13.5,16.5,14,,,,,212,46.23
2022,22626,30,39,12,13.5,10,,,,,212,49.29
2022,22752,39,33,12,16.5,15,,,,,212,54.48
2022,22804,27,21,15,10.5,8,,,,,212,38.44
2022,22747,9,12,7.5,7.5,9,,,,,212,21.23
2022,22541,21,27,18,12,7,,,,,212,40.09
2022,22673,15,33,7.5,12,13,,,,,212,37.97
2022,22594,48,39,9,10.5,10,,,,,212,54.95
2022,22731,24,15,12,16.5,14,,,,,212,38.44
2022,22786,39,18,12,16.5,14,,,,,212,46.93
2022,22745,39,30,9,1.5,14,,,,,212,44.1
2022,23084,12,15,7.5,7.5,8,,,,,212,23.58
2022,23095,27,27,12,10.5,9,,,,,212,40.33
2022,23113,33,12,3,16.5,17,,,,,212,38.44
2022,23117,36,9,9,0,9,,,,,212,29.72
2022,22982,60,42,13.5,19.5,14,,,,,212,70.28
2022,22998,27,15,22.5,21,13,,,,,212,46.46
2022,23044,33,27,16.5,13.5,11,,,,,212,47.64
2022,23056,48,12,4.5,12,11,,,,,212,41.27
2022,22923,24,24,7.5,13.5,13,,,,,212,38.68
2022,23010,48,27,4.5,9,14,,,,,212,48.35
2022,23051,36,9,12,16.5,0,,,,,212,34.67
2022,23022,27,15,12,16.5,15,,,,,212,40.33
2022,22770,12,12,7.5,10.5,10,,,,,212,24.53
2022,22655,18,9,4.5,4.5,9,,,,,212,21.23
2022,22661,42,42,13.5,19.5,13,,,,,212,61.32
2022,22558,36,24,9,9,12,,,,,212,42.45
2022,22774,15,33,15,15,16,,,,,212,44.34
2022,22782,57,18,15,18,11,,,,,212,56.13
2022,22535,27,24,13.5,12,9,,,,,212,40.33
2022,22707,21,18,4.5,6,6,,,,,212,26.18
2022,22548,33,30,15,10.5,16,,,,,212,49.29
2022,22633,36,21,10.5,15,12,,,,,212,44.58
2022,22666,33,15,7.5,4.5,9,,,,,212,32.55
2022,22734,30,18,10.5,15,14,,,,,212,41.27
2022,22829,27,18,12,13.5,13,,,,,212,39.39
2022,22900,15,18,9,12,12,,,,,212,31.13
2022,22946,27,24,7.5,9,11,,,,,212,37.03
2022,23167,24,21,4.5,10.5,8,,,,,212,32.08
2022,23174,24,18,12,10.5,11,,,,,212,35.61
2022,22765,18,15,7.5,10.5,13,,,,,212,30.19
2022,22766,24,21,16.5,12,13,,,,,212,40.8
2022,23040,54,21,16.5,15,11,,,,,212,55.42
2022,23061,42,24,21,18,12,,,,,212,55.19
2022,22992,72,60,16.5,21,16,,,,,212,87.5
2022,23031,33,21,9,13.5,12,,,,,212,41.75
2022,22940,36,36,6,16.5,14,,,,,212,51.18
2022,22971,51,30,15,12,10,,,,,212,55.66
2022,23217,24,15,16.5,12,10,,,,,212,36.56
2022,23194,51,3,4.5,4.5,5,,,,,212,32.08
2022,22606,63,60,12,15,11,,,,,212,75.94
2022,22622,9,15,10.5,15,14,,,,,212,29.95
2022,22720,24,21,12,15,13,,,,,212,40.09
2022,22565,21,27,10.5,15,10,,,,,212,39.39
2022,22764,9,12,10.5,16.5,18,,,,,212,31.13
2022,22812,12,27,15,15,9,,,,,212,36.79
2022,22663,18,18,15,13.5,11,,,,,212,35.61
2022,22797,33,39,19.5,13.5,14,,,,,212,56.13
2022,22700,24,18,13.5,21,17,,,,,212,44.1
2022,22630,9,30,12,16.5,10,,,,,212,36.56
2022,22716,39,15,0,12,13,,,,,212,37.26
2022,22631,30,24,13.5,9,12,,,,,212,41.75
2022,22620,24,36,10.5,16.5,11,,,,,212,46.23
2022,22671,15,30,13.5,16.5,12,,,,,212,41.04
2022,23058,45,27,10.5,15,16,,,,,212,53.54
2022,23198,30,15,12,13.5,12,,,,,212,38.92
2022,23223,12,12,7.5,7.5,13,,,,,212,
2022,22638,39,24,6,18,13,,,,,212,47.17
2022,22859,36,9,16.5,16.5,14,,,,,212,43.4
2022,22980,21,12,18,9,14,,,,,212,34.91
2022,22978,42,24,7.5,10.5,10,,,,,212,44.34
2022,23008,33,12,7.5,10.5,10,,,,,212,34.43
2022,22862,27,15,13.5,13.5,14,,,,,212,39.15
2022,23067,15,27,9,7.5,11,,,,,212,32.78
2022,22846,60,48,6,10.5,12,,,,,212,64.39
2022,22939,36,9,10.5,12,12,,,,,212,37.5
2022,23019,51,9,13.5,18,15,,,,,212,50.24
2022,23055,36,24,9,15,11,,,,,212,44.81
2022,23203,30,18,9,7.5,12,,,,,212,36.08
2022,22904,36,9,3,13.5,12,,,,,212,34.67
2022,22815,18,33,7.5,10.5,15,,,,,212,39.62
2022,22566,21,27,4.5,15,11,,,,,212,37.03
2022,22701,42,36,7.5,12,5,,,,,212,48.35
2022,22639,24,24,9,12,11,,,,,212,37.74
2022,22709,18,24,9,15,13,,,,,212,37.26
2022,22819,30,15,12,12,14,,,,,212,39.15
2022,22753,33,42,12,13.5,8,,,,,212,51.18
2022,22824,9,15,6,13.5,11,,,,,212,25.71
2022,22783,30,30,6,13.5,8,,,,,212,41.27
2022,22530,36,21,15,13.5,9,,,,,212,44.58
2022,22688,39,33,10.5,13.5,9,,,,,212,49.53
2022,23188,24,15,3,7.5,14,,,,,212,29.95
2022,22858,18,27,7.5,12,12,,,,,212,36.08
2022,22969,36,21,9,13.5,4,,,,,212,39.39
2022,23096,39,18,7.5,9,13,,,,,212,40.8
2022,22907,27,21,6,9,13,,,,,212,35.85
2022,22909,33,24,3,16.5,9,,,,,212,40.33
2022,22883,45,15,12,16.5,15,,,,,212,48.82
2022,23087,27,12,10.5,13.5,13,,,,,212,35.85
2022,22984,60,39,13.5,15,13,,,,,212,66.27
2022,22840,30,15,13.5,10.5,6,,,,,212,35.38
2022,23065,30,33,13.5,7.5,6,,,,,212,42.45
2022,22611,42,30,7.5,12,13,,,,,212,49.29
2022,22756,27,30,10.5,18,15,,,,,212,47.41
2022,22759,36,39,10.5,18,10,,,,,212,53.54
2022,22719,33,30,6,19.5,15,,,,,212,48.82
2022,22652,39,18,6,15,12,,,,,212,42.45
2022,22785,30,15,9,15,11,,,,,212,37.74
2022,22831,21,30,12,10.5,7,,,,,212,37.97
2022,22809,18,15,6,9,5,,,,,212,25
2022,22637,30,21,10.5,10.5,14,,,,,212,40.57
2022,22724,42,24,15,7.5,11,,,,,212,46.93
2022,22584,24,15,9,6,10,,,,,212,30.19
2022,22588,30,24,4.5,10.5,11,,,,,212,37.74
2022,22832,24,12,4.5,9,9,,,,,212,27.59
2022,23086,18,24,6,13.5,7,,,,,212,32.31
2022,22949,30,24,10.5,13.5,14,,,,,212,43.4
2022,22957,66,57,12,16.5,12,,,,,212,77.12
2022,23046,51,33,19.5,19.5,14,,,,,212,64.62
2022,23102,33,9,6,13.5,11,,,,,212,34.2
2022,22920,42,30,7.5,12,11,,,,,212,48.35
2022,23057,33,0,12,18,13,,,,,212,35.85
2022,22885,30,18,16.5,7.5,8,,,,,212,37.74
2022,23059,36,30,12,15,13,,,,,212,50
2022,22868,45,33,16.5,16.5,12,,,,,212,58.02
2022,22670,18,15,4.5,10.5,5,,,,,212,25
2022,22623,18,27,13.5,15,11,,,,,212,39.86
2022,22624,33,30,6,13.5,13,,,,,212,45.05
2022,22567,24,30,16.5,6,13,,,,,212,42.22
2022,22598,30,18,13.5,12,10,,,,,212,39.39
2022,22552,51,33,12,15,9,,,,,212,56.6
2022,22545,48,21,19.5,9,7,,,,,212,49.29
2022,22613,36,42,15,7.5,11,,,,,212,52.59
2022,22802,21,9,4.5,10.5,10,,,,,212,25.94
2022,22601,30,30,12,10.5,12,,,,,212,44.58
2022,22721,45,33,9,9,15,,,,,212,52.36
2022,22608,27,24,15,15,11,,,,,212,43.4
2022,22600,54,30,13.5,13.5,17,,,,,212,60.38
2022,22654,24,15,19.5,13.5,14,,,,,212,40.57
2022,22706,33,21,12,12,13,,,,,212,42.92
2022,22546,27,15,10.5,16.5,15,,,,,212,39.62
2022,22794,27,27,15,15,11,,,,,212,44.81
2022,22669,21,24,18,13.5,11,,,,,212,41.27
2022,22814,21,27,13.5,9,13,,,,,212,39.39
2022,22649,21,24,15,15,10,,,,,212,40.09
2022,22960,39,24,9,15,14,,,,,212,47.64
2022,22878,18,36,16.5,13.5,8,,,,,212,43.4
2022,22856,27,18,6,15,13,,,,,212,37.26
2022,22866,21,15,12,13.5,9,,,,,212,33.25
2022,23073,9,6,4.5,7.5,10,,,,,212,17.45
2022,22950,48,21,9,13.5,14,,,,,212,49.76
2022,23080,30,18,12,13.5,13,,,,,212,40.8
2022,23112,15,15,13.5,12,14,,,,,212,32.78
2022,22854,18,24,10.5,12,11,,,,,212,35.61
2022,23006,33,30,10.5,16.5,8,,,,,212,46.23
2022,22851,18,15,12,9,10,,,,,212,
2022,22708,30,18,13.5,15,13,,,,,212,42.22
2022,22722,15,15,12,12,13,,,,,212,31.6
2022,22780,30,15,15,15,9,,,,,212,39.62
2022,22529,18,27,7.5,18,11,,,,,212,38.44
2022,22696,36,30,9,13.5,8,,,,,212,45.52
2022,22587,21,30,15,12,10,,,,,212,41.51
2022,22583,30,33,4.5,10.5,11,,,,,212,41.98
2022,22777,39,27,13.5,10.5,14,,,,,212,49.06
2022,22590,39,24,16.5,13.5,8,,,,,212,47.64
2022,22750,12,30,16.5,15,12,,,,,212,40.33
2022,22811,18,24,12,12,11,,,,,212,36.32
2022,22717,18,24,7.5,9,11,,,,,212,32.78
2022,22627,30,30,4.5,13.5,12,,,,,212,42.45
2022,22672,54,33,15,12,17,,,,,212,61.79
2022,22576,45,42,12,9,7,,,,,212,54.25
2022,22680,12,21,9,10.5,9,,,,,212,29.01
2022,22658,39,24,6,15,16,,,,,212,47.17
2022,22702,33,30,12,15,12,,,,,212,48.11
2022,22656,36,42,15,15,16,,,,,212,58.49
2022,22689,33,9,15,16.5,11,,,,,212,39.86
2022,22710,21,30,12,10.5,11,,,,,212,39.86
2022,22779,24,18,13.5,13.5,14,,,,,212,39.15
2022,23150,21,18,12,9,16,,,,,212,35.85
2022,23141,33,24,6,12,10,,,,,212,40.09
2022,22917,18,24,6,12,9,,,,,212,32.55
2022,22853,42,27,10.5,13.5,12,,,,,212,49.53
2022,22976,24,3,13.5,12,11,,,,,212,29.95
2022,22905,27,27,13.5,15,15,,,,,212,45.99
2022,22852,36,18,10.5,10.5,13,,,,,212,41.51
2022,23093,27,12,3,13.5,14,,,,,212,32.78
2022,22845,36,18,7.5,16.5,16,,,,,212,44.34
2022,23004,33,12,18,10.5,13,,,,,212,40.8
2022,23012,27,33,6,12,8,,,,,212,40.57
2022,22754,18,30,0,12,10,,,,,212,33.02
2022,22573,30,30,4.5,16.5,10,,,,,212,42.92
2022,22537,9,30,16.5,13.5,11,,,,,212,37.74
2022,22803,18,0,10.5,15,16,,,,,212,28.07
2022,22800,15,21,16.5,13.5,15,,,,,212,38.21
2022,22559,21,12,6,7.5,11,,,,,212,27.12
2022,22642,30,33,13.5,13.5,14,,,,,212,49.06
2022,22653,36,15,13.5,10.5,11,,,,,212,40.57
2022,22828,24,27,9,12,9,,,,,212,38.21
2022,22705,18,9,7.5,15,15,,,,,212,30.42
2022,22715,24,21,6,19.5,14,,,,,212,39.86
2022,22732,36,15,13.5,15,11,,,,,212,42.69
2022,22742,21,21,16.5,10.5,10,,,,,212,37.26
2022,22743,33,15,9,13.5,10,,,,,212,37.97
2022,22761,18,27,10.5,18,13,,,,,212,40.8
2022,22768,15,27,10.5,15,14,,,,,212,38.44
2022,22773,12,36,9,18,13,,,,,212,41.51
2022,22792,30,24,7.5,12,14,,,,,212,41.27
2022,22805,27,12,13.5,13.5,14,,,,,212,37.74
2022,22806,15,30,10.5,10.5,12,,,,,212,36.79
2022,22810,27,15,13.5,15,13,,,,,212,39.39
2022,23074,18,9,12,15,14,,,,,212,32.08
2022,22892,36,33,10.5,13.5,11,,,,,212,49.06
2022,22844,54,27,19.5,19.5,14,,,,,212,63.21
2022,22860,63,51,18,13.5,14,,,,,212,75.24
2022,23042,42,39,9,0,0,,,,,212,42.45
2022,22869,33,24,6,13.5,10,,,,,212,40.8
2022,22837,33,27,9,19.5,16,,,,,212,49.29
2022,22977,51,27,3,12,12,,,,,212,49.53
2022,22975,30,18,16.5,16.5,14,,,,,212,44.81
2022,22556,21,33,16.5,19.5,16,,,,,212,50
2022,22793,21,24,3,7.5,10,,,,,212,30.9
2022,22646,6,15,4.5,3,8,,,,,212,17.22
2022,22664,18,18,3,7.5,8,,,,,212,25.71
2022,23226,12,12,6,9,8,,,,,212,
2022,22820,24,21,10.5,10.5,14,,,,,212,37.74
2022,22691,39,18,9,12,17,,,,,212,44.81
2022,22758,45,36,7.5,12,14,,,,,212,54.01
2022,22597,33,39,13.5,15,5,,,,,212,49.76
2022,22621,24,27,13.5,16.5,13,,,,,212,44.34
2022,22798,60,42,16.5,15,14,,,,,212,69.58
2022,22557,12,18,1.5,9,8,,,,,212,22.88
2022,22813,21,33,7.5,7.5,9,,,,,212,36.79
2022,22817,12,9,7.5,12,12,,,,,212,24.76
2022,22823,30,15,12,13.5,13,,,,,212,39.39
2022,22914,24,21,10.5,19.5,10,,,,,212,40.09
2022,22937,39,24,10.5,13.5,14,,,,,212,47.64
2022,22948,51,54,6,16.5,13,,,,,212,66.27
2022,22959,30,21,16.5,13.5,16,,,,,212,45.75
2022,22973,30,12,9,9,7,,,,,212,31.6
2022,22981,27,12,15,13.5,12,,,,,212,37.5
2022,22986,30,21,9,10.5,13,,,,,212,39.39
2022,22895,21,9,18,19.5,13,,,,,212,37.97
2022,23063,30,21,9,13.5,12,,,,,212,40.33
2022,22985,36,21,13.5,16.5,13,,,,,212,47.17
2022,22954,57,39,16.5,18,18,,,,,212,70.05
2022,22880,24,27,12,9,8,,,,,212,37.74
2022,22843,42,27,15,15,14,,,,,212,53.3
2022,23070,24,15,9,6,11,,,,,212,30.66
2022,22929,12,18,10.5,12,13,,,,,212,30.9
2022,22898,30,39,7.5,4.5,0,,,,,212,38.21
2022,22894,36,36,7.5,13.5,15,,,,,212,50.94
2022,23028,27,33,10.5,13.5,13,,,,,212,45.75
2022,22951,30,12,3,7.5,9,,,,,212,29.01
2022,22886,36,21,13.5,13.5,12,,,,,212,45.28
2022,22896,27,27,4.5,13.5,14,,,,,212,40.57
2022,22968,51,24,16.5,21,13,,,,,212,59.2
2022,23094,30,12,10.5,12,8,,,,,212,34.2
2022,22847,18,21,6,15,10,,,,,212,33.02
2022,22996,27,18,13.5,15,17,,,,,212,42.69
2022,22963,36,21,13.5,13.5,14,,,,,212,46.23
2022,22967,24,18,7.5,12,12,,,,,212,34.67
2022,23020,33,15,15,13.5,8,,,,,212,39.86
2022,22836,27,21,13.5,15,16,,,,,212,43.63
2022,23060,18,9,7.5,9,10,,,,,212,25.24
2022,22842,48,39,13.5,9,11,,,,,212,56.84
2022,22903,39,12,10.5,15,12,,,,,212,41.75
2022,22875,36,27,6,10.5,4,,,,,212,39.39
2022,22873,36,18,7.5,15,13,,,,,212,42.22
2022,23111,21,24,1.5,6,14,,,,,212,31.37
2022,22835,39,54,15,16.5,11,,,,,212,63.92
2022,22993,51,48,21,18,15,,,,,212,72.17
2022,22891,36,15,15,12,15,,,,,212,43.87
2022,22955,42,36,15,13.5,17,,,,,212,58.25
2022,22918,15,24,9,13.5,10,,,,,212,33.73
2022,23035,48,27,18,18,14,,,,,212,58.96
2022,22879,63,18,3,7.5,10,,,,,212,47.88
2021,21711,24,6,7.5,4.5,4,,,,,128,41.2
2022,22857,33,33,4.5,16.5,7,,,,,212,44.34
2022,22916,24,39,4.5,18,11,,,,,212,45.52
2022,22912,27,27,10.5,9,14,,,,,212,41.27
2022,23002,18,9,9,15,12,,,,,212,29.72
2022,23001,36,24,12,18,13,,,,,212,48.58
2022,22865,27,18,12,13.5,15,,,,,212,40.33
2022,23196,24,6,7.5,12,15,,,,,212,30.42
2022,22930,57,30,15,15,12,,,,,212,60.85
2022,22925,18,24,18,12,11,,,,,212,39.15
2022,23157,21,9,9,12,14,,,,,212,30.66
2022,22870,30,9,12,16.5,12,,,,,212,37.5
2022,23195,21,18,6,9,8,,,,,212,29.25
2022,23053,30,21,7.5,15,11,,,,,212,39.86
2022,23037,21,12,13.5,10.5,10,,,,,212,31.6
2022,23015,45,15,13.5,15,7,,,,,212,45.05
2022,22926,12,12,18,19.5,15,,,,,212,36.08
