"TAHUN","MAHASISWA","SKOR_MAT","SKOR_FIS","SKOR_ING","SKOR_IND","SKOR_SKO","SKOR_SKO_NALAR","SKOR_SKO_PAHAM","SKOR_SKO_BACAAN","SKOR_SKO_KUANTITATIF","SKOR_BENAR_SEMUA","SKOR_TOTAL"
2022,22871,66,48,18,16.5,14,,,,,212,76.65
2022,23024,63,33,16.5,16.5,1,,,,,212,61.32
2022,23049,33,33,9,9,15,,,,,212,46.7
2022,23038,39,15,9,10.5,12,,,,,212,40.33
2022,22936,33,18,15,9,12,,,,,212,41.04
2022,22838,30,48,18,19.5,0,,,,,212,54.48
2022,23009,0,6,12,15,9,,,,,212,19.81
2022,22972,39,24,3,3,0,,,,,212,32.55
2022,22962,33,18,15,13.5,16,,,,,212,45.05
2022,23018,21,18,9,13.5,13,,,,,212,35.14
2022,23048,33,18,13.5,12,12,,,,,212,41.75
2022,22849,18,21,13.5,16.5,12,,,,,212,38.21
2022,22884,33,24,13.5,15,5,,,,,212,42.69
2022,22956,36,24,13.5,18,16,,,,,212,50.71
2022,22964,36,33,12,13.5,15,,,,,212,51.65
2022,22931,48,21,12,10.5,9,,,,,212,47.41
2022,23077,12,6,19.5,16.5,18,,,,,212,33.96
2022,22882,30,18,9,10.5,9,,,,,212,36.08
2022,22991,39,18,3,16.5,9,,,,,212,40.33
2022,23201,12,21,7.5,13.5,13,,,,,212,31.6
2022,23076,30,9,10.5,12,9,,,,,212,33.25
2022,23029,24,15,6,12,13,,,,,212,33.02
2022,22933,21,15,16.5,15,14,,,,,212,38.44
2022,22872,27,9,18,18,16,,,,,212,41.51
2022,22887,9,27,12,9,8,,,,,212,
2022,23071,30,12,12,18,13,,,,,212,40.09
2022,22988,33,24,6,13.5,12,,,,,212,41.75
2022,23069,18,18,15,16.5,15,,,,,212,38.92
2022,22890,15,15,7.5,10.5,9,,,,,212,26.89
2022,23066,30,12,4.5,12,10,,,,,212,32.31
2022,22850,72,66,15,21,15,,,,,212,89.15
2022,22911,42,21,13.5,10.5,7,,,,,212,44.34
2022,22989,39,39,6,15,9,,,,,212,50.94
2022,23197,21,12,7.5,12,11,,,,,212,29.95
2022,22874,15,24,7.5,19.5,11,,,,,212,36.32
2022,23026,36,24,7.5,15,15,,,,,212,45.99
2022,23090,9,21,16.5,15,16,,,,,212,36.56
2022,22924,27,21,10.5,15,3,,,,,212,36.08
2022,22921,48,21,9,12,14,,,,,212,49.06
2022,22897,45,21,16.5,18,11,,,,,212,52.59
2022,22934,57,33,19.5,19.5,15,,,,,212,67.92
2022,23062,45,30,10.5,15,14,,,,,212,54.01
2022,23047,33,39,1.5,4.5,7,,,,,212,40.09
2022,23082,27,15,7.5,12,18,,,,,212,37.5
2022,23171,30,27,6,10.5,9,,,,,212,38.92
2022,22961,45,30,15,18,15,,,,,212,58.02
2022,22966,39,21,15,9,0,,,,,212,39.62
2022,23105,24,18,13.5,15,14,,,,,212,39.86
2022,22919,24,18,12,16.5,13,,,,,212,39.39
2022,23025,12,15,13.5,10.5,13,,,,,212,30.19
2022,22876,24,39,3,10.5,10,,,,,212,40.8
2022,22932,60,24,15,15,14,,,,,212,60.38
2022,22935,48,12,7.5,12,14,,,,,212,44.1
2022,22901,24,15,10.5,13.5,13,,,,,212,35.85
2022,22942,21,18,6,12,8,,,,,212,30.66
2022,22839,66,57,18,15,14,,,,,212,80.19
2022,22861,33,36,13.5,10.5,12,,,,,212,49.53
2022,23017,21,18,12,9,14,,,,,212,34.91
2022,23116,27,9,15,7.5,12,,,,,212,33.25
2022,22841,30,21,6,9,12,,,,,212,36.79
2022,22941,36,15,3,7.5,11,,,,,212,34.2
2022,23021,33,21,7.5,15,14,,,,,212,42.69
2022,23178,24,12,12,13.5,13,,,,,212,35.14
2022,22889,54,24,10.5,12,12,,,,,212,53.07
2022,22995,51,27,13.5,16.5,10,,,,,212,55.66
2022,23043,30,3,9,13.5,14,,,,,212,32.78
2022,23152,63,24,3,9,17,,,,,212,54.72
2022,22915,33,27,9,16.5,11,,,,,212,45.52
2022,22953,54,24,10.5,13.5,13,,,,,212,54.25
2022,22927,15,15,7.5,15,8,,,,,212,28.54
2022,22899,42,15,9,18,13,,,,,212,45.75
2022,23045,39,21,19.5,9,12,,,,,212,47.41
2022,23213,27,6,6,12,13,,,,,212,30.19
2022,22855,36,30,18,12,16,,,,,212,52.83
2022,22944,30,12,4.5,18,12,,,,,212,36.08
2022,22987,33,27,6,16.5,9,,,,,212,43.16
2022,22952,42,21,22.5,18,11,,,,,212,54.01
2022,22848,30,15,12,12,9,,,,,212,36.79
2022,22902,63,15,13.5,22.5,14,,,,,212,60.38
2022,23103,24,21,10.5,6,9,,,,,212,33.25
2022,23023,27,6,19.5,15,12,,,,,212,37.5
2022,22867,72,60,16.5,22.5,12,,,,,212,86.32
2022,23205,21,21,7.5,13.5,5,,,,,212,32.08
2022,22877,39,24,13.5,13.5,11,,,,,212,47.64
2022,22990,21,27,10.5,13.5,15,,,,,212,41.04
2022,22881,39,15,15,13.5,15,,,,,212,45.99
2023,24221,69,,34,51,50,,,,,400,51
2023,24113,30,,30,15,50,,,,,400,31.25
2023,24282,84,,45,35,40,,,,,400,51
2023,24299,50,,35,20,80,,,,,400,46.25
2023,24193,50,,27,31,45,,,,,400,38.25
2023,24566,65,,10,35,52,,,,,400,40.5
2023,24571,50,,10,40,65,,,,,400,41.25
2023,24066,99,,1,14,57,,,,,400,42.75
2023,24108,6,,31,46,66,,,,,400,37.25
2023,24481,45,,30,25,80,,,,,400,45
2023,24343,63,,42,36,62,,,,,400,50.75
2023,24519,68,,54,26,46,,,,,400,48.5
2023,24224,25,,22,17,55,,,,,400,29.75
2023,24283,48,,40,13,51,,,,,400,38
2023,24444,45,,50,37,37,,,,,400,42.25
2023,24541,20,,65,25,80,,,,,400,47.5
2023,24561,17,,60,35,37,,,,,400,37.25
2023,24564,40,,30,45,65,,,,,400,45
2023,24565,30,,5,45,30,,,,,400,27.5
2023,24574,45,,15,21,36,,,,,400,29.25
2023,24589,4,,32,16,54,,,,,400,26.5
2023,24597,-15,,-5,10,30,,,,,400,5
2023,24603,5,,-5,-5,0,,,,,400,3.13
2023,24604,5,,0,10,5,,,,,400,8.13
2023,24372,99,,55,20,65,,,,,400,59.75
2023,24399,19,,9,46,51,,,,,400,31.25
2023,24456,75,,35,35,40,,,,,400,46.25
2023,24550,34,,31,27,51,,,,,400,35.75
2023,24378,31,,40,30,85,,,,,400,46.5
2023,24420,6,,15,20,50,,,,,400,22.75
2023,24150,8,,60,26,75,,,,,400,42.25
2023,24576,30,,35,25,50,,,,,400,35
2023,24583,48,,32,46,61,,,,,400,46.75
2023,24217,10,,25,30,70,,,,,400,33.75
2023,24239,48,,34,23,54,,,,,400,39.75
2023,24235,31,,40,40,55,,,,,400,41.5
2023,24448,-3,,24,25,85,,,,,400,32.75
2023,24443,5,,35,20,45,,,,,400,26.25
2023,24558,22,,65,38,60,,,,,400,46.25
2023,24593,50,,45,30,35,,,,,400,40
2023,24102,34,,46,45,56,,,,,400,45.25
2023,24104,50,,35,35,45,,,,,400,41.25
2023,24587,22,,7,46,46,,,,,400,30.25
2023,24174,1,,60,35,65,,,,,400,40.25
2023,24487,11,,38,13,61,,,,,400,30.75
2023,24280,40,,50,40,50,,,,,400,45
2023,24580,5,,45,35,15,,,,,400,25
2023,24479,74,,24,31,54,,,,,400,45.75
2023,24450,0,,60,30,70,,,,,400,40
2023,24288,15,,0,-5,10,,,,,400,5
2023,24157,80,,70,20,40,,,,,400,52.5
2023,24284,52,,10,30,45,,,,,400,34.25
2023,24285,74,,42,16,47,,,,,400,44.75
2023,24271,10,,15,15,15,,,,,400,13.75
2023,24273,-5,,25,-5,5,,,,,400,7.44
2023,24490,10,,50,35,55,,,,,400,37.5
2023,24581,-10,,60,30,45,,,,,400,31.25
2023,24218,29,,20,18,60,,,,,400,31.75
2023,24173,65,,25,25,60,,,,,400,43.75
2023,24268,28,,0,18,65,,,,,400,27.75
2023,24578,12,,12,32,68,,,,,400,31
2023,24215,-15,,0,10,50,,,,,400,11.25
2023,24007,43,,50,25,55,,,,,400,43.25
2023,24610,14,,40,45,67,,,,,400,41.5
2023,24071,51,,35,28,60,,,,,400,43.5
2023,24345,79,,33,56,68,,,,,400,59
2023,24484,31,,60,20,35,,,,,400,36.5
2023,23991,88,,55,43,90,,,,,400,69
2023,24543,90,,20,35,50,,,,,400,48.75
2023,24588,43,,20,15,45,,,,,400,30.75
2023,24600,-15,,5,25,25,,,,,400,10
2023,24033,80,,15,40,60,,,,,400,48.75
2023,24177,15,,60,30,55,,,,,400,40
2023,24607,65,,5,25,40,,,,,400,33.75
2023,24555,30,,40,35,60,,,,,400,41.25
2023,24080,-15,,25,25,25,,,,,400,19.94
2023,24542,70,,55,25,65,,,,,400,53.75
2023,24256,-5,,5,10,30,,,,,400,10
2023,24575,70,,20,40,40,,,,,400,42.5
2023,24521,125,,45,35,55,,,,,400,65
2023,24505,40,,15,15,40,,,,,400,27.5
2023,24532,34,,50,25,53,,,,,400,40.5
2023,24168,120,,65,45,51,,,,,400,70.25
2023,24364,4,,32,24,31,,,,,400,22.75
2023,24234,120,,51,15,80,,,,,400,66.5
2023,24486,48,,56,62,45,,,,,400,52.75
2023,24116,76,,60,30,55,,,,,400,55.25
2023,23998,45,,65,35,60,,,,,400,51.25
2023,24160,30,,35,20,45,,,,,400,32.5
2023,24301,86,,25,25,55,,,,,400,47.75
2023,24584,62,,9,-1,55,,,,,400,31.25
2023,24023,43,,65,50,46,,,,,400,51
2023,24269,85,,55,20,45,,,,,400,51.25
2023,24605,57,,56,0,35,,,,,400,37
2023,24009,59,,65,30,66,,,,,400,55
2023,24178,58,,37,41,50,,,,,400,46.5
2023,24133,131,,70,40,61,,,,,400,75.5
2023,24302,40,,35,45,65,,,,,400,46.25
2023,24483,15,,65,25,40,,,,,400,36.25
2023,24197,23,,60,15,70,,,,,400,42
2023,24021,50,,55,35,55,,,,,400,48.75
2023,24220,51,,17,27,55,,,,,400,37.5
2023,24204,95,,35,25,60,,,,,400,53.75
2023,24229,21,,20,30,55,,,,,400,31.5
2023,24323,95,,30,40,50,,,,,400,53.75
2023,24546,65,,0,45,60,,,,,400,42.5
2023,24537,20,,60,30,50,,,,,400,40
2023,24226,62,,66,51,50,,,,,400,57.25
2023,24615,10,,10,30,25,,,,,400,18.75
2023,24238,4,,37,46,48,,,,,400,33.75
2023,24612,48,,45,25,60,,,,,400,44.5
2023,24056,68,,35,20,45,,,,,400,42
2023,24458,25,,10,30,50,,,,,400,28.75
2023,24034,58,,45,30,55,,,,,400,47
2023,24510,20,,3,25,60,,,,,400,27
2023,24252,55,,15,15,30,,,,,400,28.75
2023,24586,25,,15,25,45,,,,,400,27.5
2023,24279,62,,35,20,47,,,,,400,41
2023,24267,-5,,-5,10,25,,,,,400,6.25
2023,24163,8,,35,25,80,,,,,400,41.31
2023,24031,100,,50,25,70,,,,,400,61.25
2023,24237,35,,25,45,50,,,,,400,38.75
2023,24577,55,,10,16,61,,,,,400,35.5
2023,24563,15,,10,35,40,,,,,400,25
2023,24559,60,,30,35,55,,,,,400,45
2023,24287,91,,55,31,37,,,,,400,53.5
2023,24517,33,,50,45,42,,,,,400,42.5
2023,24125,5,,55,20,45,,,,,400,31.25
2023,24548,95,,50,40,65,,,,,400,62.5
2023,24567,36,,30,40,50,,,,,400,39
2023,24274,30,,44,18,65,,,,,400,39.25
2023,24614,40,,40,10,55,,,,,400,36.25
2023,24000,101,,45,50,65,,,,,400,65.25
2023,24248,90,,29,28,57,,,,,400,51
2023,24092,43,,7,50,75,,,,,400,43.75
2023,24250,0,,45,20,30,,,,,400,23.75
2023,24172,-15,,-5,10,30,,,,,400,5
2023,24585,25,,15,15,65,,,,,400,30
2023,23990,-10,,15,10,10,,,,,400,9.94
2023,24195,54,,75,25,35,,,,,400,47.25
2023,24525,43,,29,38,59,,,,,400,42.25
2023,24075,118,,30,30,75,,,,,400,63.25
2023,24303,3,,70,41,60,,,,,400,43.5
2023,24579,93,,31,15,44,,,,,400,45.75
2023,24188,12,,45,50,80,,,,,400,46.75
2023,24326,-10,,35,20,50,,,,,400,23.75
2023,24536,60,,5,10,65,,,,,400,35
2023,24251,65,,20,25,55,,,,,400,41.25
2023,24024,130,,55,45,65,,,,,400,73.75
2023,24572,49,,32,37,59,,,,,400,44.25
2023,24598,5,,5,15,35,,,,,400,15
2023,24601,-5,,5,20,20,,,,,400,12.44
2023,24406,50,,55,40,50,,,,,400,48.75
2023,24391,16,,70,24,53,,,,,400,40.75
2023,24539,92,,25,40,58,,,,,400,53.75
2023,24254,10,,35,15,25,,,,,400,21.25
2023,24194,50,,60,10,40,,,,,400,40
2023,24441,59,,30,16,46,,,,,400,37.75
2023,24211,65,,35,15,50,,,,,400,41.25
2023,24127,40,,35,40,50,,,,,400,41.25
2023,24412,46,,40,22,52,,,,,400,40
2023,24253,25,,15,20,0,,,,,400,15
2023,24219,35,,55,30,56,,,,,400,44
2023,24311,65,,10,20,30,,,,,400,31.25
2023,24411,117,,35,22,57,,,,,400,57.75
2023,24602,8,,15,25,55,,,,,400,25.75
2023,24166,50,,50,35,35,,,,,400,42.5
2023,24591,10,,45,35,55,,,,,400,36.25
2023,24320,-5,,20,5,20,,,,,400,10
2023,24524,65,,45,20,40,,,,,400,42.5
2023,24471,-5,,15,25,30,,,,,400,16.25
2023,24419,100,,75,20,60,,,,,400,63.75
2023,24545,91,,45,57,70,,,,,400,65.75
2023,24608,20,,15,10,50,,,,,400,23.75
2023,24132,60,,40,30,55,,,,,400,46.25
2023,24258,85,,15,25,60,,,,,400,46.25
2023,24030,40,,0,15,45,,,,,400,25
2023,24185,14,,6,7,61,,,,,400,26.31
2023,24570,10,,30,20,45,,,,,400,26.25
2023,24096,40,,65,60,45,,,,,400,52.5
2023,24531,29,,16,46,48,,,,,400,34.75
2023,24181,40,,15,15,35,,,,,400,26.25
2023,24613,15,,21,32,49,,,,,400,29.25
2023,24529,28,,20,25,65,,,,,400,34.5
2023,24296,49,,30,26,58,,,,,400,40.75
2023,24568,20,,40,40,55,,,,,400,38.75
2023,24554,-5,,10,5,10,,,,,400,5
2023,24556,35,,35,35,80,,,,,400,46.25
2023,24240,15,,5,35,65,,,,,400,30
2023,24087,-6,,70,41,57,,,,,400,40.5
2023,24461,20,,45,20,40,,,,,400,31.25
2023,24259,33,,9,18,58,,,,,400,29.5
2023,24538,10,,5,-15,40,,,,,400,10
2023,24590,3,,60,17,60,,,,,400,35
2023,24504,85,,45,35,40,,,,,400,51.25
2023,24306,34,,31,10,60,,,,,400,33.75
2023,24606,15,,50,40,42,,,,,400,36.75
2023,24304,38,,19,22,41,,,,,400,30
2023,24351,12,,28,41,57,,,,,400,34.5
2023,24557,38,,65,5,50,,,,,400,39.5
2023,24203,52,,47,32,35,,,,,400,41.5
2023,24527,18,,2,22,62,,,,,400,26
2023,24147,39,,60,26,80,,,,,400,51.25
2023,24492,15,,51,30,44,,,,,400,35
2023,24247,68,,58,20,49,,,,,400,48.75
2023,24213,38,,17,25,45,,,,,400,31.25
2023,24582,-15,,65,25,40,,,,,400,28.75
2023,24179,41,,19,30,60,,,,,400,37.5
2023,24261,50,,40,40,30,,,,,400,40
2023,24569,41,,30,20,55,,,,,400,36.5
2023,24032,30,,50,40,70,,,,,400,47.5
2023,24495,85,,36,21,52,,,,,400,48.5
2023,24058,43,,40,50,55,,,,,400,47
2023,24466,48,,55,45,70,,,,,400,54.5
2023,24062,88,,47,25,62,,,,,400,55.5
2023,24518,2,,7,27,34,,,,,400,17.5
2023,24128,70,,40,35,50,,,,,400,48.75
2023,24078,59,,50,45,75,,,,,400,57.25
2023,24225,10,,50,30,60,,,,,400,37.5
2023,24485,30,,40,20,75,,,,,400,41.25
2023,24290,85,,15,25,50,,,,,400,43.75
2023,24246,115,,75,60,65,,,,,400,78.75
2023,24232,46,,60,25,80,,,,,400,52.75
2023,24046,72,,45,30,51,,,,,400,49.5
2023,24488,80,,25,25,55,,,,,400,46.25
2023,24470,80,,45,45,55,,,,,400,56.25
2023,24047,80,,20,50,65,,,,,400,53.75
2023,24560,0,,35,30,60,,,,,400,31.25
2023,24549,70,,31,22,56,,,,,400,44.75
2023,24129,34,,60,46,36,,,,,400,44
2023,24562,10,,15,30,55,,,,,400,27.5
2023,24183,-10,,30,15,35,,,,,400,17.5
2023,24227,10,,60,40,45,,,,,400,38.75
2023,24109,68,,6,37,46,,,,,400,39.25
2023,24138,76,,14,47,39,,,,,400,44
2023,24534,92,,60,10,40,,,,,400,50.5
2023,24514,21,,4,13,32,,,,,400,17.5
2023,24361,82,,33,37,59,,,,,400,52.75
2023,24540,41,,65,40,50,,,,,400,49
2023,24276,87,,50,30,40,,,,,400,51.75
2023,24020,20,,50,43,55,,,,,400,42
2023,24202,66,,50,50,65,,,,,400,57.75
2023,24342,85,,46,11,56,,,,,400,49.5
2023,24243,69,,29,55,35,,,,,400,47
2023,23997,35,,50,35,20,,,,,400,35
2023,24151,51,,42,20,85,,,,,400,49.5
2023,24592,55,,15,25,55,,,,,400,37.5
2023,24547,15,,9,0,25,,,,,400,12.25
2023,24528,60,,45,35,75,,,,,400,53.75
2023,24255,45,,55,40,50,,,,,400,47.5
2023,24535,36,,49,25,48,,,,,400,39.5
2023,24533,15,,35,25,45,,,,,400,30
2023,24155,105,,40,40,60,,,,,400,61.25
2023,24098,88,,45,45,50,,,,,400,57
2023,24416,26,,28,35,49,,,,,400,34.5
2023,24266,110,,50,40,45,,,,,400,61.25
2023,24012,-15,,5,20,20,,,,,400,7.5
2023,24530,40,,60,36,45,,,,,400,45.25
2023,24594,25,,15,40,55,,,,,400,33.75
2024,26288,48,,54,60,,96,56,56,80,1000,45
2024,26334,36,,42,36,,80,80,56,40,1000,37
2024,26440,54,,78,78,,72,64,96,56,1000,49.8
2024,26501,48,,90,72,,120,104,112,64,1000,61
2024,26570,18,,54,54,,64,104,104,40,1000,43.8
2024,26321,72,,36,78,,104,128,104,64,1000,58.6
2024,26320,84,,78,84,,104,72,112,96,1000,63
2024,26523,30,,48,12,,72,80,72,72,1000,38.6
2024,26533,24,,48,96,,104,80,80,40,1000,47.2
2024,26524,24,,36,72,,80,96,96,64,1000,46.8
2024,26454,72,,36,72,,88,80,104,72,1000,52.4
2024,26348,18,,96,60,,64,96,104,32,1000,47
2024,26388,72,,96,96,,80,80,120,104,1000,64.8
2024,26386,18,,30,78,,80,96,128,56,1000,48.6
2024,26562,36,,42,78,,96,96,64,72,1000,48.4
2024,26594,54,,72,90,,88,120,104,64,1000,59.2
2024,26283,42,,54,54,,72,112,96,56,1000,48.6
2024,26338,42,,102,60,,80,80,80,112,1000,55.6
2024,26442,72,,78,24,,112,56,32,104,1000,47.8
2024,26449,42,,18,42,,56,48,48,16,1000,
2024,26455,42,,102,84,,88,72,72,88,1000,54.8
2024,26560,24,,66,66,,48,96,112,48,1000,46
2024,26426,18,,54,54,,120,128,120,64,1000,55.8
2024,26590,90,,78,72,,104,80,104,96,1000,62.4
2024,26578,42,,18,54,,88,80,96,88,1000,46.6
2024,26434,36,,66,48,,128,112,96,64,1000,55
2024,26296,42,,42,42,,136,96,64,112,1000,53.4
2024,26370,60,,114,78,,56,64,120,48,1000,54
2024,26628,90,,54,60,,80,88,104,120,1000,59.6
2022,23016,42,30,7.5,10.5,8,,,,,212,46.23
2022,22760,39,42,3,10.5,14,,,,,212,51.18
2024,26325,30,,66,72,,80,104,72,40,1000,46.4
2024,26287,48,,78,24,,88,88,112,56,1000,49.4
2024,26511,30,,42,90,,96,80,64,72,1000,47.4
2024,26554,54,,18,84,,96,104,80,80,1000,51.6
2024,26642,36,,36,42,,128,104,96,88,1000,53
2024,26337,54,,108,102,,72,72,72,88,1000,56.8
2024,26518,30,,36,36,,80,112,104,48,1000,44.6
2024,26336,48,,72,54,,80,128,80,104,1000,56.6
2024,26389,24,,78,96,,88,88,72,48,1000,49.4
2024,26381,18,,60,66,,72,96,72,48,1000,43.2
2024,26392,18,,60,42,,128,104,104,40,1000,49.6
2024,26393,60,,72,72,,136,112,48,104,1000,60.4
2024,26397,114,,108,66,,136,96,96,144,1000,76
2024,26405,6,,60,54,,88,96,88,88,1000,48
2024,26409,66,,84,42,,88,88,104,112,1000,58.4
2024,26319,42,,54,66,,80,96,56,72,1000,46.6
2024,26579,36,,48,54,,136,96,120,56,1000,54.6
2024,26360,30,,60,84,,72,112,72,32,1000,46.2
2024,26308,42,,96,72,,96,72,88,72,1000,53.8
2024,26445,60,,84,90,,120,64,96,72,1000,58.6
2024,26676,48,,84,108,,40,96,80,80,1000,53.6
2024,26417,48,,30,60,,128,112,136,88,1000,60.2
2024,26453,36,,12,78,,88,128,104,80,1000,52.6
2024,26516,36,,18,36,,64,72,48,64,1000,33.8
2024,26630,36,,60,78,,80,104,96,72,1000,52.6
2024,26575,36,,114,84,,96,112,64,80,1000,58.6
2024,26305,54,,90,66,,136,104,80,88,1000,61.8
2024,26345,66,,48,72,,56,104,72,64,1000,48.2
2024,26637,78,,108,78,,72,120,120,72,1000,64.8
2024,26424,66,,36,84,,64,104,104,72,1000,53
2024,26379,42,,90,84,,80,96,104,48,1000,54.4
2024,26497,78,,24,72,,112,120,64,104,1000,57.4
2024,26493,60,,42,102,,120,112,120,104,1000,66
2024,26430,48,,90,84,,96,96,72,104,1000,59
2024,26433,54,,66,24,,112,96,96,80,1000,52.8
2024,26521,36,,54,72,,112,112,88,40,1000,51.4
2024,26658,18,,60,54,,64,80,96,64,1000,43.6
2024,26324,60,,42,78,,64,112,88,96,1000,54
2024,26366,66,,78,60,,72,104,96,96,1000,57.2
2024,26708,54,,48,48,,136,136,120,72,1000,61.4
2024,26470,84,,96,90,,72,120,64,80,1000,60.6
2024,26490,60,,48,72,,120,88,80,88,1000,55.6
2024,26573,60,,102,84,,64,64,96,80,1000,55
2024,26473,60,,30,36,,48,96,88,128,1000,48.6
2024,26663,48,,66,72,,72,104,64,80,1000,50.6
2024,26568,24,,48,42,,64,112,88,40,1000,41.8
2024,26294,48,,30,54,,80,88,80,48,1000,42.8
2024,26380,18,,42,72,,80,104,96,24,1000,43.6
2024,26355,36,,84,84,,48,104,104,88,1000,54.8
2024,26300,60,,78,72,,96,96,112,112,1000,62.6
2024,26666,6,,96,66,,64,88,120,104,1000,54.4
2024,26306,66,,72,78,,96,112,104,104,1000,63.2
2024,26450,48,,90,72,,56,80,96,40,1000,48.2
2024,26347,72,,78,102,,104,96,144,80,1000,67.6
2024,26368,18,,84,72,,72,88,72,80,1000,48.6
2024,26482,36,,84,78,,120,72,112,32,1000,53.4
2024,26500,54,,102,72,,112,96,128,72,1000,63.6
2024,26396,48,,54,78,,56,88,88,56,1000,46.8
2024,26692,78,,48,60,,80,64,72,104,1000,50.6
2024,26448,42,,72,60,,128,104,120,64,1000,59
2024,26459,24,,66,54,,112,96,96,88,1000,53.6
2024,26461,30,,60,78,,96,96,104,48,1000,51.2
2024,26478,72,,96,78,,112,104,64,64,1000,59
2024,26662,60,,78,78,,96,112,104,80,1000,60.8
2024,26513,48,,66,84,,120,80,80,96,1000,57.4
2024,26690,12,,30,36,,80,104,88,48,1000,39.8
2024,26526,48,,66,60,,96,88,80,64,1000,50.2
2024,26701,42,,72,78,,72,104,88,56,1000,51.2
2024,26447,78,,108,78,,72,72,96,64,1000,56.8
2024,26506,66,,96,102,,88,80,64,104,1000,60
2024,26401,36,,66,54,,112,88,96,64,1000,51.6
2024,26617,72,,84,84,,56,88,88,80,1000,55.2
2024,26596,72,,48,60,,136,136,112,80,1000,64.4
2024,26681,78,,84,78,,144,80,104,104,1000,67.2
2024,26702,84,,30,42,,128,120,104,112,1000,62
2024,26492,36,,18,30,,120,96,112,104,1000,51.6
2024,26399,42,,66,66,,112,112,104,136,1000,63.8
2024,26706,30,,60,66,,72,112,96,32,1000,46.8
2024,26378,12,,48,48,,72,96,96,72,1000,44.4
2024,26532,12,,54,42,,112,56,104,64,1000,44.4
2024,26284,48,,54,54,,104,96,88,80,1000,52.4
2024,26576,48,,6,60,,112,104,72,112,1000,51.4
2024,26469,36,,102,66,,72,96,120,72,1000,56.4
2024,26479,84,,78,96,,96,112,120,80,1000,66.6
2024,26485,84,,42,42,,64,56,80,104,1000,47.2
2024,26486,54,,96,78,,112,96,88,80,1000,60.4
2024,26489,18,,18,24,,56,56,48,40,1000,26
2024,26499,0,,30,60,,48,96,40,32,1000,30.6
2024,26502,18,,6,30,,80,104,80,40,1000,35.8
2024,26508,30,,60,54,,56,88,104,24,1000,41.6
2024,26367,102,,66,48,,64,88,64,64,1000,49.6
2024,26404,12,,48,108,,88,88,120,48,1000,51.2
2024,26639,96,,54,18,,56,80,64,128,1000,49.6
2024,26277,72,,96,66,,120,88,96,80,1000,61.8
2024,26641,42,,84,66,,96,120,112,104,1000,62.4
2024,26561,48,,90,66,,104,120,128,96,1000,65.2
2024,26273,72,,30,84,,80,96,72,128,1000,56.2
2024,26391,84,,114,72,,104,104,80,120,1000,67.8
2024,26659,24,,72,66,,64,88,104,56,1000,47.4
2024,26425,30,,72,78,,104,120,80,56,1000,54
2024,26607,54,,42,54,,96,104,96,64,1000,51
2024,26309,12,,30,48,,72,104,120,56,1000,44.2
2024,26494,60,,42,60,,104,88,88,72,1000,51.4
2024,26435,18,,102,84,,136,104,96,96,1000,63.6
2024,26648,30,,24,30,,64,64,72,48,1000,33.2
2024,26605,114,,90,84,,128,136,144,152,1000,84.8
2024,26572,48,,18,12,,48,64,80,88,1000,35.8
2024,26327,48,,66,18,,96,96,112,96,1000,53.2
2024,26598,18,,84,96,,80,120,96,40,1000,53.4
2024,26446,36,,18,36,,120,96,80,56,1000,44.2
2024,26346,60,,48,48,,88,88,72,88,1000,49.2
2024,26356,42,,102,72,,96,96,104,64,1000,57.6
2024,26295,72,,90,84,,88,96,104,48,1000,58.2
2024,26675,78,,102,90,,56,120,72,120,1000,63.8
2024,26278,6,,30,72,,104,104,104,64,1000,48.4
2024,26444,78,,96,84,,72,72,96,64,1000,56.2
2024,26352,60,,108,72,,80,56,80,80,1000,53.6
2024,26436,42,,54,30,,88,112,88,40,1000,45.4
2024,26591,72,,60,72,,80,104,136,112,1000,63.6
2024,26423,72,,96,84,,104,88,64,120,1000,62.8
2024,26566,60,,102,54,,88,96,80,88,1000,56.8
2024,26467,42,,66,78,,80,64,112,48,1000,49
2024,26634,18,,18,54,,64,80,72,48,1000,35.4
2024,26550,12,,96,48,,96,88,104,80,1000,52.4
2024,26427,54,,48,84,,104,104,96,72,1000,56.2
2024,26387,54,,78,78,,96,96,136,72,1000,61
2024,26414,72,,18,60,,112,136,96,80,1000,57.4
2024,26680,54,,114,60,,104,80,80,96,1000,58.8
2024,26395,72,,48,60,,120,96,56,64,1000,51.6
2024,26609,66,,36,90,,104,80,128,72,1000,57.6
2024,26335,78,,102,78,,112,128,112,112,1000,72.2
2024,26529,72,,72,42,,88,112,104,72,1000,56.2
2024,26711,54,,60,48,,72,104,56,40,1000,43.4
2024,26281,48,,96,96,,136,120,104,56,1000,65.6
2024,26498,54,,60,72,,104,144,96,112,1000,64.2
2024,26704,42,,36,42,,64,104,80,72,1000,44
2024,26670,78,,84,72,,80,104,80,32,1000,53
2024,26519,12,,30,60,,56,104,104,40,1000,40.6
2024,26323,54,,96,72,,128,104,112,64,1000,63
2024,26507,36,,54,96,,80,112,72,64,1000,51.4
2024,26691,0,,12,12,,80,64,96,48,1000,31.2
2024,26589,36,,48,24,,88,80,80,88,1000,44.4
2024,26665,78,,90,90,,128,112,80,88,1000,66.6
2024,26624,30,,42,78,,128,120,120,48,1000,56.6
2024,26623,42,,72,78,,80,64,56,80,1000,47.2
