"TAHUN","SEMESTER","MAHASISWA","PROSEN_HADIR_RATA_RATA"
2024,2,20700,100
2023,2,19033,100
2022,2,18145,87.5
2022,1,22526,98.86
2022,1,22793,100
2022,1,23075,100
2022,1,22208,100
2022,1,21074,96.25
2022,1,23034,8.75
2022,1,19866,98.96
2022,1,19924,96.53
2022,1,19651,98.61
2022,1,22154,97.77
2022,1,19044,100
2022,1,20364,98.86
2022,1,19123,96.88
2022,1,21201,96.43
2022,1,22829,100
2022,1,19980,94.79
2022,2,22110,96.02
2022,2,20911,98.96
2022,2,22844,100
2022,2,22857,97.5
2022,2,23154,98.96
2022,2,21103,92.61
2022,2,21597,96.02
2022,2,21048,92.36
2022,2,20718,95.45
2022,2,22884,98.3
2022,2,18223,100
2022,2,18207,100
2022,2,21562,92.05
2022,2,20569,100
2023,1,22223,98.3
2023,1,22794,97.4
2023,1,24026,100
2023,1,20345,89.06
2023,1,24510,100
2023,1,23846,6.77
2023,1,22765,100
2023,1,20951,95.31
2023,1,22663,95.63
2023,1,22845,99.43
2023,1,23988,97.73
2023,1,24562,99.48
2023,1,24469,94.32
2023,1,24388,98.44
2023,1,21452,94.32
2023,1,20811,91.83
2023,1,20728,95.14
2023,1,24475,100
2023,1,24370,100
2023,1,22386,98.96
2023,1,24742,100
2023,1,22064,90.63
2023,1,23635,97.16
2023,1,23242,100
2023,2,22959,98.61
2023,2,23064,94.32
2023,2,24742,97.92
2023,2,22893,97.16
2023,2,22178,94.32
2023,2,22045,97.73
2023,2,24218,98.86
2023,2,23629,98.3
2023,2,22713,98.75
2023,2,22766,92.05
2023,2,22422,98.86
2023,2,22046,99.22
2024,1,23774,94.38
2024,1,25408,98.61
2024,1,24100,95.45
2024,1,26050,100
2024,1,25662,100
2024,1,24441,89.58
2024,1,24536,87.02
2024,1,22069,98.66
2024,1,22211,93.75
2024,1,24249,95.45
2024,1,24217,97.92
2024,1,24281,91.25
2024,1,25524,99.31
2024,1,26054,98.86
2024,1,23794,98.56
2024,1,22647,93.23
2024,1,25618,100
2024,1,27019,91.25
2024,2,26677,97.92
2024,2,25839,98.44
2024,2,25311,94.89
2024,2,25774,94.38
2024,2,25937,100
2024,2,24519,18.06
2024,2,25436,98.3
2024,2,26872,62.5
2024,2,26024,89.38
2024,2,25356,98.86
2024,2,24596,95.31
2024,2,26319,97.92
2024,2,24649,100
2024,2,26616,98.86
2024,2,24411,95.83
2024,2,22774,87.5
2024,2,25989,100
2024,2,23721,94.27
2024,2,23671,97.22
2024,2,25900,99.38
2025,1,28741,98.75
2025,1,27417,100
2025,1,28924,97.32
2025,1,28682,98.13
2025,1,26547,100
2025,1,26041,98.96
2025,1,29013,89.9
2025,1,29236,100
2025,1,26281,99.43
2025,1,24308,98.56
2025,1,22062,95.83
2025,1,23600,99.52
2025,1,28765,97.5
2025,1,27516,98.08
2025,1,26054,100
2025,1,24038,96.59
2025,1,28557,98.75
2025,1,29045,99.38
2025,1,28498,100
2025,1,28907,97.73
2025,1,27650,99.48
2025,1,27164,98.3
2025,1,29240,100
2025,1,26309,96.88
2025,1,27414,100
2025,1,25970,98.08
2025,1,27856,95.31
2025,1,25750,97.92
2025,1,29050,95.67
2025,1,24031,95.63
2025,1,24525,100
2025,1,22056,98.75
2025,1,22396,94.79
2022,1,20983,100
2022,1,22397,99.43
2022,1,22800,99.04
2022,1,21075,94.38
2022,1,21208,94.71
2022,1,21930,97.5
2022,1,22088,98.21
2022,1,19824,100
2022,1,21838,97.19
2022,1,19539,87.02
2022,1,21487,100
2022,1,23205,100
2022,1,21962,97.32
2022,1,21537,98.3
2022,1,19803,96.88
2022,2,21669,94.32
2022,2,18317,100
2022,2,21437,99.43
2022,2,21546,96.02
2022,2,20851,97.73
2022,2,19438,100
2022,2,22828,95.45
2022,2,22989,97.5
2022,2,20704,98.3
2022,2,22567,96.59
2023,1,22103,96.35
2023,1,21440,93.27
2023,1,21598,93.23
2023,1,22991,97.5
2023,1,23751,100
2023,1,22266,99.22
2023,1,21698,99.38
2023,1,23022,95.31
2023,1,21513,83.85
2023,1,22234,96.35
2023,1,23790,97.19
2023,1,24438,99.38
2023,2,22527,100
2023,2,22608,94.89
2023,2,21074,100
2023,2,22753,98.13
2023,2,22844,96.88
2023,2,23596,95.31
2023,2,22179,96.59
2023,2,22533,97.16
2023,2,22982,96.59
2023,2,24614,88.64
2023,2,21204,90
2024,1,26535,96.59
2024,1,24541,99.38
2024,1,24097,100
2024,1,24149,100
2024,1,26692,92.5
2024,1,25609,100
2024,1,26010,95.45
2024,1,26988,93.75
2024,1,27015,100
2024,1,22398,95.63
2024,1,26653,91.96
2024,2,23832,94.38
2024,2,26338,95.14
2024,2,22030,100
2024,2,26706,97.16
2024,2,24364,97.16
2024,2,25927,99.43
2024,2,21658,100
2024,2,24591,93.06
2025,1,25988,99.48
2025,1,23682,97.16
2025,1,25656,97.12
2025,1,24722,100
2025,1,26633,96.35
2025,1,29147,92.86
2025,1,26830,99.22
2025,1,27547,97.73
2025,1,28226,100
2025,1,28771,89.77
2025,1,26147,95.83
2025,1,25906,97.73
2025,1,27092,99.38
2025,1,22987,93.75
2022,1,22133,100
2022,1,22772,98.75
2022,1,20893,99.38
2022,1,18997,99.43
2022,1,21564,97.16
2022,1,20558,100
2022,2,19415,95.83
2022,2,20951,97.22
2022,2,21171,94.44
2022,2,20181,81.25
2023,1,22784,98.96
2023,1,24446,100
2023,1,21740,91.48
2023,1,23268,100
2023,1,23777,99.38
2023,1,24104,100
2023,1,24325,100
2023,1,23107,98.96
2023,2,23540,97.92
2023,2,24913,98.86
2023,2,22751,98.61
2023,2,19378,87.5
2023,2,20835,96.88
2023,2,23813,99.38
2023,2,24041,99.43
2024,1,26156,96.88
2024,1,24457,98.44
2024,1,24084,100
2024,1,21175,91.67
2024,1,23847,92.19
2024,1,21722,35.42
2024,1,26715,99.43
2024,1,25861,100
2024,2,24018,100
2024,2,24326,95
2024,2,27078,100
2024,2,26882,99.31
2024,2,20772,68.75
2025,1,23776,94.32
2025,1,24371,88.28
2025,1,27235,73.96
2025,1,27448,98.13
2025,1,23521,94.71
2025,1,23814,99.38
2025,1,25879,97.73
2025,1,28252,98.61
2025,1,25690,97.92
2025,1,29146,93.75
2022,1,20847,96.88
2022,1,21678,99.04
2022,2,22398,95.83
2022,2,21391,95.14
2022,2,22397,96.88
2022,2,22184,97.92
2022,2,22583,100
2023,1,24402,99.48
2023,1,21400,91.48
2023,2,22856,93.75
2023,2,24415,92.61
2023,2,24779,97.22
2023,2,21463,100
2023,2,24264,92.36
2023,2,22254,99.31
2023,2,22275,98.3
2023,2,22601,97.16
2023,2,19410,90.63
2023,2,21064,98.75
2024,1,24376,98.44
2024,1,26882,97.22
2024,1,23828,99.38
2024,1,22853,99.38
2024,2,24127,98.86
2024,2,25525,100
2024,2,25425,100
2024,2,25813,98.13
2025,1,27804,99.11
2025,1,25410,100
2025,1,25819,88.13
2023,1,22969,93.75
2023,1,22808,91.88
2023,1,23305,100
2023,2,19841,92.19
2024,2,25338,98.3
2024,2,21613,93.75
2023,1,24076,99.69
2023,1,22094,99.22
2023,2,19361,100
2024,2,23060,96.88
2025,1,28305,97.5
2022,1,21952,99.11
2022,1,23182,98.44
2023,2,21736,95.83
2023,2,19887,87.5
2023,2,21216,96.88
2024,1,24260,89.2
2024,2,21004,100
2022,2,20265,100
2022,2,20148,100
2023,2,21012,93.75
2025,1,28377,99.38
2024,2,20925,95.83
2025,1,27056,81.25
2022,3,22162,84.38
2022,1,19579,6.25
2022,2,19362,100
2024,2,23223,100
2022,2,19851,75
2022,2,19094,75
2023,2,19394,75
2023,2,21050,93.75
2021,2,18967,98.44
2021,2,20342,90.1
2022,1,21662,98.3
2022,1,20725,89.77
2022,1,22738,99.38
2022,1,22583,96.88
2022,1,21539,98.13
2022,1,20775,97.5
2022,1,22924,98.13
2022,1,22127,100
2022,1,22441,93.75
2022,1,22157,98.75
2022,1,17320,93.75
2022,1,19604,100
2022,1,23202,98.44
2022,1,20564,94.53
2022,1,21145,98.75
2022,1,21194,95.98
2022,1,20715,95.31
2022,1,20969,95.31
2022,1,22198,97.77
2022,1,22023,98.13
2022,1,23150,93.13
2022,1,22917,93.75
2022,1,18296,100
2022,1,19279,93.13
2022,1,23061,98.96
2022,1,16460,91.67
2022,2,21769,86.36
2022,2,21728,85.8
2022,2,21412,96.02
2022,2,18062,95.31
2022,2,20853,96.02
2022,2,20805,98.86
2022,2,23323,100
2022,2,22572,78.41
2022,2,17839,92.71
2022,2,21543,97.16
2022,2,22390,94.89
2022,2,17342,98.44
2022,2,21595,86.11
2022,2,22294,99.48
2022,2,17966,100
2022,2,22144,92.5
2023,1,22835,99.31
2023,1,23814,99.38
2023,1,20724,98.86
2023,1,24268,100
2023,1,24711,100
2023,1,23214,96.59
2023,1,22852,100
2023,1,22973,97.66
2023,1,22856,94.38
2023,1,22900,100
2023,1,23651,98.08
2023,1,22671,98.96
2023,1,22681,95.63
2023,1,22810,100
2023,1,24048,99.52
2023,1,22149,90.28
2023,1,23020,97.16
2023,1,19078,94.79
2023,1,25005,93.75
2023,2,22772,91.88
2023,2,24012,100
2023,2,24690,98.44
2023,2,24365,100
2023,2,24324,98.75
2023,2,19948,81.25
2023,2,22153,99.22
2023,2,24441,96.35
2023,2,22522,93.06
2023,2,19132,90.63
2023,2,23994,96.02
2023,2,24679,94.89
2023,2,19060,95.31
2023,2,19797,75
2024,1,26198,98.75
2024,1,26060,98.13
2024,1,24644,100
2024,1,25559,100
2024,1,20869,90
2024,1,23544,90
2024,1,25451,97.5
2024,1,26149,97.4
2024,1,24663,98.13
2024,1,26178,98.96
2024,1,26678,94.38
2024,1,26202,100
2024,1,23862,93.23
2024,1,20710,98.44
2024,1,26186,99.48
2024,1,27113,100
2024,1,26558,99.43
2024,1,26312,96.88
2024,1,27048,90.63
2024,1,22250,96.25
2024,1,22871,95
2024,1,20785,98.61
2024,1,25467,96.88
2024,1,23645,99.52
2024,1,26093,100
2024,1,24077,89.38
2024,1,20896,61.11
2024,1,21687,100
2024,2,24678,99.38
2024,2,23847,85.8
2024,2,26819,96.59
2024,2,26553,98.86
2024,2,26251,95.83
2024,2,25337,100
2024,2,25991,98.86
2024,2,24711,99.43
2024,2,23532,98.3
2024,2,21041,95.31
2024,2,24283,92.71
2024,2,26463,98.86
2024,2,25994,98.75
2024,2,25807,93.75
2024,2,24523,92.71
2024,2,24224,97.5
2024,2,23970,97.5
2024,2,25458,99.38
2024,2,26853,91.25
2024,2,25646,84.38
2024,2,21651,87.5
2024,2,26681,95
2024,2,26625,98.86
2024,2,23600,98.3
2024,2,24182,95.67
2024,2,25418,90.34
2024,2,22788,93.75
2024,2,25640,100
2025,1,28984,95.67
2025,1,26401,98.86
2025,1,28770,95.63
2025,1,26336,97.92
2025,1,27313,98.61
2025,1,25854,100
2025,1,28837,98.61
2025,1,26221,93.06
2025,1,25343,100
2025,1,26347,88.64
2025,1,29020,99.48
2025,1,27940,94.38
2025,1,26503,98.86
2025,1,28460,98.08
2025,1,27349,98.3
2025,1,26369,95.31
2025,1,27844,92.5
2025,1,25340,97.92
2025,1,25328,98.13
2025,1,26255,100
2025,1,27440,97.77
2025,1,27610,96.88
2025,1,27309,99.38
2025,1,26076,100
2025,1,23573,100
2025,1,25990,99.31
2025,1,28882,99.31
2025,1,26519,100
2025,1,22896,98.61
2021,2,18888,90.63
2022,1,19699,100
2022,1,20344,98.61
2022,1,20873,98.75
2022,1,22675,100
2022,1,22641,100
2022,1,18263,6.25
2022,1,20268,100
2022,1,19449,81.73
2022,1,20996,96.09
2022,1,21134,96.09
2022,1,20342,90
2022,1,22257,99.43
2022,1,22243,99.48
2022,1,18229,92.86
2022,1,19726,95.31
2022,2,23288,97.16
2022,2,21070,97.92
2022,2,22554,98.3
2022,2,20984,93.75
2022,2,20800,93.75
2022,2,22975,97.5
2022,2,20846,97.4
2022,2,22807,84.66
2022,2,20978,94.89
2022,2,21080,97.66
2022,2,23105,91.67
2022,2,17363,94.79
2022,2,18952,98.96
2022,2,21098,92.05
2022,2,18596,100
2022,2,22162,90.34
2022,2,22293,91.67
2023,1,24706,91.96
2023,1,21113,97.16
2023,1,24424,100
2023,1,22993,91.67
2023,1,24078,100
2023,1,22837,98.86
2023,2,24062,100
2023,2,23711,98.3
2023,2,22462,100
2023,2,22655,93.75
2023,2,24224,99.38
2023,2,22587,95.63
2023,2,24148,94.89
2023,2,19727,100
2023,2,21630,97.92
2023,2,19219,95.31
2023,2,22510,97.16
2023,2,24948,98.56
2023,2,20907,89.06
2024,1,25457,97.92
2024,1,22693,98.44
2024,1,22148,95.45
2024,1,22425,88.39
2024,1,20813,94.44
2024,1,25669,98.75
2024,1,24052,96.35
2024,1,25480,97.5
2024,1,25778,98.13
2024,1,19012,100
2024,1,26846,99.48
2024,2,24494,98.3
2024,2,25402,100
2024,2,26474,98.3
2024,2,23572,98.86
2024,2,26281,98.75
2024,2,26101,99.43
2024,2,26455,97.16
2024,2,26558,98.86
2024,2,22716,98.44
2024,2,27149,97.5
2024,2,25881,99.38
2024,2,24153,97.16
2024,2,24540,93.75
2024,2,24318,97.73
2025,1,25545,100
2025,1,23787,100
2025,1,27377,98.75
2025,1,28164,98.75
2025,1,26674,98.3
2025,1,27523,97.77
2025,1,28229,100
2025,1,28425,100
2025,1,22036,98.21
2025,1,24277,100
2025,1,26161,99.31
2025,1,24116,95
2025,1,25318,98.96
2025,1,27418,96.88
2022,1,21563,99.43
2022,1,20971,95.31
2022,2,20153,95.83
2022,2,22256,93.75
2022,2,21457,100
2023,1,23326,96.43
2023,1,22685,98.86
2023,1,22114,98.96
2023,1,24544,98.13
2023,1,24349,100
2023,1,24917,98.44
2023,1,24935,97.16
2023,2,22841,91.25
2023,2,24701,100
2023,2,22096,99.38
2023,2,24706,98.75
2023,2,19647,97.92
2023,2,24419,99.43
2024,1,24091,97.22
2024,1,22577,93.13
2024,1,26850,67.5
2024,1,25896,100
2024,1,24411,96.25
2024,2,26328,99.43
2024,2,26349,99.48
2024,2,24307,96.88
2024,2,26704,100
2024,2,26448,100
2024,2,22241,98.44
2024,2,25574,98.86
2024,2,23051,51.25
2025,1,25772,97.5
2025,1,25863,95.63
2025,1,24281,96.35
2025,1,27528,100
2025,1,27566,100
2025,1,25953,100
2025,1,27457,97.4
2025,1,25680,94.44
2025,1,23552,97.16
2025,1,28083,97.5
2025,1,25315,97.92
2025,1,27217,99.48
2025,1,24404,87.5
2025,1,25850,98.08
2022,1,21470,100
2022,1,21420,98.3
2023,1,23223,100
2023,1,24589,98.08
2023,1,21741,100
2023,1,24243,100
2023,2,23593,100
2023,2,22397,98.86
2023,2,22012,97.66
2023,2,22470,91.67
2023,2,23658,92.19
2023,2,19163,82.81
2024,1,24107,100
2024,1,23552,98.61
2025,1,25563,97.66
2025,1,28594,100
2025,1,28933,99.48
2025,1,28497,99.38
2025,1,28008,99.48
2025,1,26165,96.88
2022,1,19635,91.41
2022,1,22729,99.43
2022,1,21407,84.03
2022,2,21025,95
2022,2,20879,97.22
2023,1,20956,96.09
2023,1,23537,100
2023,1,23812,99.38
2023,2,24524,98.86
2023,2,23677,99.43
2023,2,22591,98.86
2024,1,25701,98.61
2024,2,21122,98.44
2024,2,25657,98.44
2024,2,25333,97.73
2024,2,24116,98.86
2024,2,25729,100
2025,1,28776,99.43
2022,1,21452,98.75
2022,1,22067,100
2022,1,22151,100
2022,3,21001,18.75
2023,1,18899,98.96
2023,2,21398,96.88
2024,1,26086,97.5
2025,1,23871,95.63
2022,2,19008,75
2024,1,26974,99.38
2024,1,23822,94.79
2024,2,22748,100
2025,1,22697,84.38
2022,2,20239,75
2024,1,21488,100
2024,2,22421,87.5
2025,1,21558,96.88
2022,2,17811,96.88
2024,1,25017,93.75
2024,2,23014,93.75
2024,2,22755,89.06
2024,2,25366,100
2023,2,19662,96.88
2024,2,21013,100
2024,2,21210,93.75
2023,2,19007,87.5
2024,2,21024,100
2024,2,20974,100
2022,3,20948,87.5
2022,2,20175,93.75
2022,1,22129,97.5
2022,1,22283,100
2022,1,21256,100
2022,1,21981,98.21
2022,1,18802,12.5
2022,1,22803,100
2022,1,20959,97.92
2022,1,21959,100
2022,1,21637,100
2022,1,21719,93.23
2022,1,22757,100
2022,1,19258,96.88
2022,1,22731,100
2022,1,21187,100
2022,1,21078,98.75
2022,2,22513,95.63
2022,2,21413,98.86
2022,2,22642,97.81
2022,2,23271,97.16
2022,2,20671,96.88
2022,2,21708,89.58
2022,2,21237,91.67
2022,2,21517,99.43
2022,2,21144,90.91
2022,2,20881,100
2022,2,20962,96.59
2022,2,23253,100
2022,2,18880,100
2022,2,22452,99.43
2022,2,22498,95
2022,2,21263,91.88
2022,2,21585,98.86
2022,2,23191,15.34
2022,2,23256,97.16
2023,1,20756,99.31
2023,1,21469,95.83
2023,1,22492,100
2023,1,23042,100
2023,1,22154,100
2023,1,22219,96.88
2023,1,24481,96.25
2023,1,22945,97.12
2023,1,24539,99.38
2023,1,23255,100
2023,1,23599,99.04
2023,1,21558,92.71
2023,1,20970,93.75
2023,1,23085,100
2023,1,22646,97.4
2023,1,20739,97.16
2023,1,23574,99.38
2023,1,22604,99.48
2023,1,23621,100
2023,1,22424,90.63
2023,1,24338,98.96
2023,1,21086,94.89
2023,1,23344,100
2023,1,22171,99.31
2023,1,22710,99.06
2023,2,24424,100
2023,2,21187,87.5
2023,2,23805,100
2023,2,20904,95.83
2023,2,23606,92.19
2023,2,23633,97.19
2023,2,22597,98.75
2023,2,24330,98.75
2023,2,22652,96.88
2023,2,24391,82.95
2023,2,22129,93.13
2023,2,23009,93.18
2023,2,24024,99.43
2023,2,24003,96.59
2023,2,22594,96.88
2023,2,22232,99.43
2024,1,26478,98.75
2024,1,23599,98.56
2024,1,26303,100
2024,1,24689,99.43
2024,1,26148,100
2024,1,23955,96.25
2024,1,26351,99.48
2024,1,26949,100
2024,1,22879,88.89
2024,1,26537,99.11
2024,1,24141,100
2024,1,20781,97.66
2024,1,23651,89.42
2024,1,22547,92.86
2024,1,23046,95.83
2024,1,24976,98.44
2024,1,24913,82.5
2024,1,20682,93.75
2024,2,24236,93.18
2024,2,24281,95.31
2024,2,26504,97.5
2024,2,26371,100
2024,2,25715,99.43
2024,2,26543,94.44
2024,2,24726,100
2024,2,26613,99.38
2024,2,25484,94.44
2024,2,22170,95.31
2024,2,23592,97.16
2024,2,24435,98.3
2024,2,26871,94.79
2025,1,28925,88.75
2025,1,26042,100
2025,1,27975,97.22
2025,1,23607,97.92
2025,1,24060,92.97
2025,1,29230,100
2025,1,24374,100
2025,1,27983,98.75
2025,1,27649,98.96
2025,1,28437,97.5
2025,1,27833,94.79
2025,1,23141,98.21
2025,1,27777,99.11
2025,1,27701,92.5
2025,1,29004,95.83
2025,1,28513,95.63
2025,1,29256,94.44
2025,1,28247,100
2025,1,25397,98.75
2025,1,27180,95.31
2025,1,24143,99.52
2025,1,25901,97.92
2025,1,24035,97.77
2025,1,25520,99.38
2021,2,19540,90.63
2022,1,20761,95.63
2022,1,21107,100
2022,1,21574,99.31
2022,1,22880,100
2022,1,20741,98.13
2022,1,19293,91.41
2022,1,20860,97.66
2022,1,23146,100
2022,1,20944,97.66
2022,1,22788,100
2022,2,20541,87.5
2022,2,21485,98.3
2022,2,21804,98.3
2022,2,21121,98.86
2022,2,23337,98.13
2022,2,21571,97.92
2022,2,20865,98.3
2022,2,21733,87.5
2022,2,19479,71.53
2022,2,17357,98.44
2022,2,18098,87.5
2022,2,19151,100
2022,2,21462,98.86
2022,2,18403,98.96
2022,2,20948,95.31
2022,2,22634,98.3
2022,2,22831,97.73
2022,2,22270,96.59
2022,2,22416,96.25
2023,1,24041,99.48
2023,1,23021,99.31
2023,1,24113,98.44
2023,1,21177,100
2023,1,18911,89.06
2023,1,23260,100
2023,1,21035,92.31
2023,1,20720,92.71
2023,1,23035,89.93
2023,1,17613,92.71
2023,1,24536,98.56
2023,1,23282,97.32
2023,1,19479,83.33
2023,1,21677,95.19
2023,2,19565,100
2023,2,21693,75
2023,2,20838,91.67
2023,2,24208,96.25
2023,2,24578,99.43
2023,2,22928,92.36
2023,2,21004,97.5
2024,1,26415,100
2024,1,24673,99.48
2024,1,22648,95.67
2024,1,23873,100
2024,1,24718,100
2024,1,22290,97.12
2024,1,23762,98.44
2024,1,25769,97.5
2024,1,22675,81.94
2024,1,25419,97.22
2024,1,23005,93.75
2024,1,21014,93.06
2024,2,25672,98.44
2024,2,27002,97.92
2024,2,24665,100
2024,2,26250,100
2024,2,24037,93.13
2024,2,25527,98.86
2024,2,23973,97.73
2024,2,23526,99.22
2024,2,23793,96.53
2024,2,25610,99.31
2025,1,27698,100
2025,1,27365,100
2025,1,22166,98.96
2025,1,25440,100
2025,1,28657,100
2025,1,27424,100
2025,1,27345,98.86
2025,1,28820,93.06
2025,1,27961,100
2025,1,26348,100
2025,1,25858,99.38
2025,1,24353,100
2025,1,23721,100
2025,1,25393,98.96
2025,1,27112,100
2025,1,29162,100
2025,1,27156,100
2025,1,25877,95.31
2025,1,25483,96.02
2025,1,23096,96.53
2025,1,27036,96.25
2025,1,25867,98.44
2022,1,22642,98.13
2022,1,20953,99.38
2022,1,21412,97.22
2022,1,20679,96.09
2022,1,20247,98.96
2022,2,22649,95.83
2022,2,23096,99.48
2022,2,23259,96.25
2022,2,19725,75
2022,2,23076,96.02
2022,2,22873,94.89
2023,1,23287,93.75
2023,1,21261,97.22
2023,1,21267,92.19
2023,1,23966,99.48
2023,1,23296,100
2023,1,22865,91.67
2023,1,22769,98.44
2023,1,24941,88.89
2023,1,22596,99.43
2023,2,22936,100
2023,2,24073,100
2023,2,24160,98.86
2023,2,24191,100
2023,2,24479,100
2023,2,22056,98.86
2023,2,24040,92.36
2024,1,23713,100
2024,1,26905,98.86
2024,1,25436,98.75
2024,1,27106,97.92
2024,1,25923,99.48
2024,1,24124,100
2024,1,22090,95.31
2024,2,24333,97.5
2024,2,25864,98.75
2024,2,26073,98.13
2024,2,23641,93.75
2024,2,25689,100
2024,2,27024,93.75
2024,2,23009,96.88
2025,1,29010,100
2025,1,26820,92.31
2025,1,29077,96.15
2025,1,28097,95
2025,1,25884,98.86
2025,1,28797,98.13
2022,2,22198,97.5
2022,2,23062,90.97
2022,2,18185,87.5
2022,2,20696,94.44
2023,1,23972,100
2023,1,22731,94.79
2023,1,21903,93.23
2023,1,19670,95
2023,2,22128,98.75
2023,2,24293,100
2023,2,21340,93.75
2023,2,20189,97.92
2024,1,26180,100
2024,1,25709,98.13
2024,1,27051,100
2024,2,25492,99.38
2024,2,22744,100
2024,2,26368,98.86
2024,2,21272,96.88
2024,2,21903,96.88
2024,2,22247,97.92
2024,2,25592,100
2024,2,23666,98.75
2025,1,27590,98.61
2025,1,28506,97.22
2025,1,26500,84.38
2022,2,21260,92.36
2022,1,20331,6.25
2022,2,19696,95.83
2022,2,17995,90.63
2023,1,22687,97.12
2023,1,19019,100
2023,2,23639,98.75
2023,2,21434,97.5
2024,1,25521,96.88
2024,2,20721,96.88
2024,2,21561,97.92
2024,2,26036,97.92
2025,1,22075,99.22
2022,1,20148,95.83
2022,4,18898,50
2023,1,21268,89.9
2023,2,19511,98.44
2024,2,26647,95.45
2025,1,22254,96.88
2025,1,27472,98.61
2025,1,26614,98.61
2022,1,22603,98.86
2025,1,25940,98.13
2022,2,17821,95.31
2023,1,23710,98.61
2023,2,20812,93.75
2024,1,26083,100
2024,2,20825,87.5
2023,2,21799,97.5
2024,2,25013,96.88
2023,2,19196,100
2022,2,19206,75
2022,2,19529,100
2022,1,19372,6.25
2024,2,22065,68.75
2025,1,26988,90.63
2022,1,22276,100
2022,1,19473,95.83
2022,1,20367,99.48
2022,1,21213,95.31
2022,1,20768,96.88
2022,1,18315,100
2022,1,22466,98.75
2022,1,22653,99.52
2022,1,19441,98.86
2022,1,22420,100
2022,1,19407,98.96
2022,2,22818,98.96
2022,2,23159,96.63
2022,2,22746,98.96
2022,2,21447,91.15
2022,2,22612,92.05
2022,2,23117,91.48
2022,2,22764,99.48
2022,2,22963,98.75
2022,2,23312,98.08
2022,2,19602,95.83
2022,2,21207,92.5
2022,2,21652,97.22
2022,2,23132,99.48
2022,2,19685,100
2022,2,20414,71.25
2023,1,23642,99.48
2023,1,23578,99.31
2023,1,22786,96.15
2023,1,22302,100
2023,1,23675,100
2023,1,22872,97.12
2023,1,22880,86.88
2023,1,22936,98.44
2023,1,23309,97.5
2023,1,24477,92.19
2023,1,24515,100
2023,1,24146,94.38
2023,1,24461,88.54
2023,1,24140,100
2023,1,24329,98.86
2023,1,23660,98.3
2023,1,22606,100
2023,1,22833,100
2023,1,24970,98.61
2023,2,22884,100
2023,2,22780,96.02
2023,2,22765,99.43
2023,2,25014,98.44
2023,2,24036,98.44
2023,2,22539,94.89
2023,2,22767,90.34
2023,2,22494,97.73
2023,2,22105,96.02
2023,2,24097,99.06
2023,2,21540,98.44
2023,2,22390,91.67
2023,2,24251,90.97
2023,2,24047,20.63
2023,2,24636,98.44
2023,2,24588,100
2023,2,21168,100
2023,2,22603,97.16
2024,1,24436,98.75
2024,1,22555,100
2024,1,24979,100
2024,1,24046,96.59
2024,1,24405,95.31
2024,1,25899,96.53
2024,1,24221,98.3
2024,1,24377,99.52
2024,1,26385,100
2024,1,20739,100
2024,1,22062,97.6
2024,1,23040,95.19
2024,1,26372,97.6
2024,1,21655,94.38
2024,1,26903,94.44
2024,1,24004,90.63
2024,1,22912,93.75
2024,1,26370,98.3
2024,1,24719,98.44
2024,1,25533,100
2024,1,26034,98.96
2024,1,22538,95.98
2024,1,22563,96.88
2024,1,26547,98.3
2024,1,23944,95.63
2024,2,26478,97.16
2024,2,25410,100
2024,2,24389,99.43
2024,2,25372,96.25
2024,2,23768,93.75
2024,2,25373,97.73
2024,2,24643,99.38
2024,2,23689,100
2024,2,25441,98.75
2024,2,25744,99.31
2024,2,24235,94.38
2024,2,27098,77.08
2024,2,26341,93.75
2024,2,26605,94.38
2024,2,26989,95
2024,2,26315,100
2024,2,26422,98.75
2024,2,24408,100
2024,2,26185,97.16
2024,2,24661,94.38
2024,2,26159,96.59
2024,2,25403,99.43
2024,2,24187,97.5
2024,2,21518,90.63
2024,2,24311,98.3
2025,1,28475,98.61
2025,1,25777,95.63
2025,1,26573,95
2025,1,27308,99.38
2025,1,27470,100
2025,1,27378,100
2025,1,27568,99.31
2025,1,27555,97.73
2025,1,26648,100
2025,1,26693,83.65
2025,1,25417,97.92
2025,1,25412,98.61
2025,1,26300,96.88
2025,1,24265,97.5
2025,1,26332,99.48
2025,1,24168,98.08
2025,1,26473,98.86
2025,1,25641,97.16
2025,1,26542,100
2025,1,25555,99.31
2025,1,26617,100
2025,1,29098,88.75
2025,1,22429,95.63
2025,1,27524,100
2025,1,27518,97.73
2025,1,27820,100
2025,1,27763,98.96
2025,1,27438,99.43
2025,1,25553,97.22
2025,1,26484,94.79
2025,1,29253,94.32
2025,1,26191,97.5
2025,1,25327,100
2025,1,25681,86.54
2025,1,23522,98.3
2025,1,24083,96.53
2022,1,22581,97.77
2022,1,22937,96.35
2022,1,21606,98.44
2022,1,22072,98.13
2022,1,18928,99.48
2022,1,21408,93.13
2022,1,20791,99.69
2022,1,20765,96.09
2022,1,22663,94.69
2022,1,21630,95.19
2022,1,22744,96.88
2022,1,18960,69.71
2022,1,16676,77.08
2022,2,22512,35.8
2022,2,20816,96.02
2022,2,21556,94.89
2022,2,22647,90.91
2022,2,22982,99.38
2022,2,20767,91.67
2022,2,21535,96.02
2022,2,18972,77.5
2023,1,20743,100
2023,1,23840,93.18
2023,1,21420,99.38
2023,1,22277,98.08
2023,1,22556,100
2023,1,22462,100
2023,1,22380,98.96
