"MAHASISWA","TAHUN","SEMESTER","IPS"
23616,2025,1,3.12
23617,2025,1,3.36
23618,2025,1,3.58
23619,2025,1,0
23620,2025,1,3.61
23621,2025,1,3.51
23622,2025,1,0
23623,2025,1,3.59
23624,2025,1,3.87
23625,2025,1,3.64
23626,2025,1,0
23627,2025,1,3.64
23628,2025,1,0
23629,2025,1,3.55
23630,2025,1,3.76
23631,2025,1,3.51
23632,2025,1,3.32
23633,2025,1,3.66
23634,2025,1,0
25424,2024,2,3.61
25425,2024,2,3.1
25426,2024,2,3.67
25427,2024,2,3.72
25428,2024,2,2.36
25429,2024,2,3.65
25430,2024,2,3.29
25431,2024,2,3.5
25432,2024,2,3.68
25433,2024,2,3.64
25434,2024,2,3.59
25435,2024,2,3.04
25436,2024,2,3.55
25437,2024,2,3.1
25438,2024,2,3.65
25439,2024,2,3.79
25440,2024,2,3.14
25441,2024,2,3.58
25442,2024,2,3.25
25443,2024,2,3.58
25444,2024,2,3.63
25445,2024,2,3.46
25446,2024,2,3.76
25447,2024,2,3.43
25448,2024,2,3.29
25449,2024,2,3.53
25450,2024,2,3.5
25451,2024,2,3.16
25452,2024,2,3.09
25453,2024,2,2.99
25454,2024,2,3.42
25455,2024,2,3.49
25456,2024,2,3.06
25457,2024,2,3.26
25458,2024,2,3.51
25459,2024,2,3.62
25460,2024,2,2.97
25464,2024,2,3.57
25467,2024,2,2.75
25468,2024,2,3.51
25469,2024,2,3.6
25470,2024,2,3.58
25471,2024,2,3.31
25472,2024,2,3.57
25473,2024,2,3.41
25474,2024,2,3.37
25475,2024,2,3.63
25476,2024,2,3.41
25477,2024,2,3.12
25478,2024,2,3.38
25479,2024,2,3.53
25480,2024,2,3.7
25481,2024,2,3.18
25482,2024,2,3.46
25483,2024,2,2.82
25484,2024,2,3.42
25485,2024,2,3.5
25486,2024,2,3.53
25487,2024,2,3.14
25488,2024,2,3.67
25489,2024,2,3.51
25490,2024,2,3.47
25491,2024,2,3.36
25492,2024,2,3.6
25494,2024,2,3.62
25495,2024,2,3.57
25496,2024,2,3.13
25497,2024,2,3.64
25498,2024,2,3.29
25499,2024,2,3.63
25500,2024,2,3.35
25501,2024,2,3.47
25502,2024,2,2.88
25503,2024,2,3.58
25504,2024,2,3.39
25505,2024,2,3.08
25506,2024,2,3.32
25507,2024,2,3.25
25508,2024,2,3.28
25511,2024,2,3.32
25512,2024,2,3.56
25514,2024,2,3.1
25515,2024,2,3.46
25516,2024,2,3.26
25517,2024,2,2.97
25518,2024,2,3.69
25519,2024,2,3.42
25520,2024,2,3.65
25521,2024,2,3.64
25522,2024,2,3.36
25523,2024,2,3.31
25524,2024,2,3.95
25525,2024,2,2.89
25526,2024,2,3.37
25527,2024,2,3.4
25528,2024,2,3.22
25529,2024,2,3.2
25530,2024,2,3.42
25531,2024,2,3.38
25532,2024,2,3.39
25533,2024,2,3.61
25534,2024,2,3.61
25535,2024,2,3.32
25536,2024,2,3.62
25537,2024,2,2.81
25538,2024,2,3.05
25539,2024,2,3.41
25540,2024,2,3.39
25541,2024,2,3.83
25542,2024,2,3.21
25543,2024,2,3.57
25544,2024,2,3.63
25545,2024,2,3.29
25546,2024,2,3.28
25547,2024,2,3.43
25548,2024,2,3.13
25549,2024,2,3.61
25550,2024,2,3.46
25551,2024,2,3.09
25552,2024,2,3.51
25553,2024,2,3.76
25554,2024,2,3.63
25555,2024,2,3.26
25556,2024,2,3.65
25557,2024,2,3.53
25558,2024,2,3.96
25559,2024,2,3.14
25560,2024,2,3.63
25561,2024,2,3.53
25562,2024,2,3.61
25563,2024,2,3.67
25564,2024,2,3.31
25565,2024,2,3.75
25566,2024,2,3.65
25567,2024,2,3.33
25568,2024,2,3.58
25569,2024,2,3.47
25570,2024,2,3.53
25571,2024,2,3.49
25572,2024,2,3.43
25573,2024,2,3.36
25574,2024,2,3.39
25575,2024,2,3.47
25576,2024,2,3.66
25577,2024,2,3.29
25578,2024,2,3.67
25579,2024,2,3.36
25580,2024,2,3.28
25581,2024,2,3.47
25582,2024,2,3.58
25583,2024,2,3.39
25584,2024,2,3.41
25585,2024,2,3.76
25586,2024,2,3.12
25587,2024,2,2.94
25588,2024,2,3.25
25589,2024,2,3.57
25590,2024,2,3.34
25591,2024,2,3.54
25592,2024,2,3.57
25593,2024,2,3.63
25594,2024,2,3.06
25595,2024,2,3.18
25596,2024,2,3.19
25597,2024,2,3.44
25598,2024,2,3.6
25599,2024,2,3.44
25600,2024,2,3.67
25601,2024,2,3.54
25602,2024,2,3.64
25603,2024,2,3.71
25604,2024,2,3.82
25605,2024,2,3.21
25606,2024,2,3.51
25607,2024,2,3.61
25608,2024,2,3.26
25609,2024,2,3.33
25610,2024,2,3.21
25611,2024,2,3.07
25612,2024,2,3.53
25613,2024,2,3.5
25614,2024,2,3.41
25615,2024,2,3.68
25616,2024,2,3.5
25617,2024,2,3.66
25618,2024,2,3.43
25619,2024,2,3.55
25620,2024,2,3.24
25621,2024,2,3.69
25622,2024,2,3.06
25623,2024,2,3.46
25624,2024,2,3.47
25625,2024,2,3.12
25626,2024,2,3.36
25627,2024,2,3.49
25628,2024,2,3.37
25629,2024,2,3.58
25630,2024,2,3.46
25631,2024,2,3.57
25632,2024,2,3.34
25633,2024,2,3.49
25634,2024,2,3.68
25635,2024,2,3.32
25636,2024,2,3.38
25637,2024,2,3.35
25638,2024,2,3.49
25639,2024,2,3.13
25640,2024,2,3.18
25641,2024,2,3.72
25642,2024,2,3.29
25643,2024,2,3.21
25644,2024,2,3.19
25645,2024,2,3.91
25646,2024,2,0.83
25647,2024,2,3.47
25648,2024,2,3.38
25649,2024,2,3.45
25650,2024,2,3.18
25651,2024,2,2.87
25652,2024,2,2.71
25653,2024,2,3.69
25654,2024,2,3.22
25655,2024,2,3.75
25656,2024,2,3.09
25657,2024,2,3.75
25658,2024,2,3.47
25659,2024,2,3.09
25660,2024,2,3.37
25661,2024,2,2.96
25662,2024,2,3.46
25663,2024,2,3.43
25664,2024,2,3.54
25665,2024,2,3.32
25666,2024,2,3.49
25667,2024,2,3.29
25668,2024,2,3.47
25669,2024,2,3.75
25670,2024,2,3.5
25671,2024,2,3.49
25672,2024,2,3.38
25673,2024,2,3.28
25674,2024,2,2.99
25675,2024,2,3.21
25676,2024,2,3.13
25677,2024,2,3.36
25678,2024,2,3.64
25679,2024,2,3.46
25680,2024,2,3.22
25681,2024,2,3.1
25682,2024,2,3.45
25683,2024,2,3.14
25684,2024,2,3.5
25685,2024,2,3.25
25686,2024,2,3.59
25687,2024,2,2.97
25688,2024,2,3.45
25689,2024,2,3.57
25690,2024,2,3.35
25691,2024,2,3.04
25692,2024,2,3.29
25693,2024,2,2.97
25694,2024,2,3.35
25695,2024,2,3.6
25696,2024,2,3.68
25697,2024,2,3.21
25698,2024,2,3.14
25699,2024,2,3.33
25700,2024,2,3.41
25701,2024,2,3.43
25702,2024,2,3.18
25703,2024,2,3.61
25704,2024,2,3.36
25705,2024,2,3.71
25707,2024,2,3.26
25709,2024,2,3.74
25710,2024,2,3.68
25711,2024,2,3.36
25712,2024,2,3.58
25713,2024,2,2.89
25714,2024,2,3.7
25715,2024,2,3.44
25716,2024,2,3.14
25717,2024,2,2.82
25718,2024,2,3.47
25719,2024,2,3.72
25720,2024,2,3.04
25724,2024,2,3.66
25725,2024,2,2.99
25726,2024,2,0.26
25728,2024,2,3.86
25729,2024,2,3.42
25730,2024,2,3.7
25731,2024,2,3
25734,2024,2,3.72
25744,2024,2,3.53
25745,2024,2,3.45
25746,2024,2,3.42
25747,2024,2,3.7
25748,2024,2,3.18
25749,2024,2,3.6
25750,2024,2,3.34
25751,2024,2,3.35
25752,2024,2,3.05
25753,2024,2,3.66
25754,2024,2,3.15
25755,2024,2,3.59
25756,2024,2,3.61
25757,2024,2,3.66
25758,2024,2,3.75
25759,2024,2,3.82
25760,2024,2,3.68
25761,2024,2,3.68
25762,2024,2,3.61
25763,2024,2,3.53
25764,2024,2,3.45
25765,2024,2,3.56
25766,2024,2,3.51
25767,2024,2,3.62
25768,2024,2,3.57
25769,2024,2,3.5
25770,2024,2,3.7
25771,2024,2,3.72
25772,2024,2,3.66
25773,2024,2,3.46
25774,2024,2,3.3
25775,2024,2,3.6
25776,2024,2,3.26
25777,2024,2,3.53
25778,2024,2,3.29
25779,2024,2,3.64
25780,2024,2,3.15
25781,2024,2,3.76
25782,2024,2,3.34
25783,2024,2,3.57
25784,2024,2,3.21
25785,2024,2,3.57
25786,2024,2,3.71
25787,2024,2,3.15
25788,2024,2,3.34
25789,2024,2,3.44
25790,2024,2,3.53
25791,2024,2,3.49
25792,2024,2,3.17
25793,2024,2,3.67
25794,2024,2,3.06
25795,2024,2,3.76
25796,2024,2,3.53
25797,2024,2,3.53
25798,2024,2,3.36
25799,2024,2,3.63
25800,2024,2,3.39
25801,2024,2,3.04
25802,2024,2,3.59
25803,2024,2,2.97
25804,2024,2,3.46
25805,2024,2,2.54
25806,2024,2,3.34
25807,2024,2,3.1
25808,2024,2,3.61
25809,2024,2,2.88
25810,2024,2,3.56
25811,2024,2,3.64
25812,2024,2,3.22
25813,2024,2,3.6
25814,2024,2,3.73
25815,2024,2,3.04
25816,2024,2,3.5
25817,2024,2,2.97
25818,2024,2,3.65
25819,2024,2,2.97
25820,2024,2,2.33
25821,2024,2,3.32
25822,2024,2,3.35
25823,2024,2,2.91
25824,2024,2,3.46
25825,2024,2,3.13
25826,2024,2,3.71
25827,2024,2,3.6
25828,2024,2,3.5
25829,2024,2,3.41
25830,2024,2,3.57
25831,2024,2,3.36
25832,2024,2,3.57
25833,2024,2,3.36
25834,2024,2,3.29
25835,2024,2,3.67
25836,2024,2,3.5
25837,2024,2,3.85
25838,2024,2,3.56
25839,2024,2,3.38
25840,2024,2,3.51
25841,2024,2,3.59
25842,2024,2,3.39
25843,2024,2,3.24
25844,2024,2,3.22
25845,2024,2,3.46
25846,2024,2,3.49
25847,2024,2,3.57
25848,2024,2,3.5
25849,2024,2,3.67
25850,2024,2,3.35
25851,2024,2,3.69
25852,2024,2,2.86
25853,2024,2,3.82
25854,2024,2,3.45
25855,2024,2,3.21
25857,2024,2,3.75
25858,2024,2,3.57
25860,2024,2,3.72
25861,2024,2,3.56
25863,2024,2,2.93
25864,2024,2,3.56
25865,2024,2,3.59
25866,2024,2,3.12
25867,2024,2,3.51
25868,2024,2,3.63
25869,2024,2,3.53
25870,2024,2,3.49
25871,2024,2,3.47
25872,2024,2,3.54
25873,2024,2,3.53
25874,2024,2,3.93
25875,2024,2,3.49
25876,2024,2,3.16
25877,2024,2,3.64
25878,2024,2,3.85
25879,2024,2,3.31
25880,2024,2,3.76
25881,2024,2,3.79
25882,2024,2,3.68
25883,2024,2,3.25
25884,2024,2,3.12
25885,2024,2,3.68
25886,2024,2,3.56
25887,2024,2,3.5
25888,2024,2,3.39
25889,2024,2,3.35
25890,2024,2,2.68
25891,2024,2,3
25892,2024,2,3.57
25893,2024,2,3.45
25894,2024,2,3.56
25895,2024,2,3.9
25896,2024,2,3.24
25897,2024,2,3.26
25898,2024,2,3.43
25899,2024,2,3.53
25900,2024,2,3.53
25901,2024,2,3.5
25902,2024,2,3.6
25903,2024,2,3.63
25904,2024,2,3.67
25905,2024,2,3.82
25906,2024,2,3.19
25907,2024,2,3.63
25908,2024,2,3.78
25909,2024,2,2.91
25910,2024,2,3.53
25911,2024,2,3.53
25912,2024,2,3.35
25913,2024,2,3.1
25914,2024,2,3.69
25915,2024,2,3.24
25916,2024,2,3.19
25917,2024,2,3.05
25918,2024,2,3.46
25919,2024,2,3.53
25920,2024,2,3.5
25921,2024,2,3.33
25922,2024,2,2.74
25923,2024,2,3.33
25924,2024,2,3.26
25925,2024,2,3.31
25926,2024,2,2.99
25927,2024,2,3.64
25928,2024,2,3.68
25929,2024,2,3.51
25930,2024,2,3.42
25931,2024,2,3.47
25932,2024,2,3.56
25933,2024,2,3.46
25934,2024,2,3.37
25935,2024,2,3.44
25936,2024,2,3.04
25937,2024,2,3.63
25939,2024,2,3.57
25940,2024,2,3.32
25941,2024,2,3.57
25942,2024,2,3.81
25943,2024,2,3.54
25944,2024,2,2.99
25945,2024,2,3.25
25946,2024,2,3.58
25947,2024,2,3.22
25948,2024,2,3.59
25949,2024,2,3.54
25952,2024,2,3.51
25953,2024,2,3.75
25954,2024,2,3.3
25956,2024,2,3.72
25957,2024,2,3.56
25959,2024,2,3.31
25960,2024,2,3.33
25961,2024,2,2.97
25962,2024,2,3.58
25963,2024,2,3.44
25964,2024,2,3.78
25965,2024,2,3.59
25966,2024,2,3.58
25967,2024,2,3.21
25968,2024,2,3.13
25969,2024,2,3.69
25970,2024,2,3.46
25971,2024,2,2.65
25972,2024,2,3.61
25973,2024,2,3.36
25974,2024,2,3.14
25975,2024,2,3.3
25976,2024,2,3.64
25977,2024,2,3.67
25978,2024,2,3.55
25979,2024,2,3.67
25980,2024,2,3
25981,2024,2,3.53
25982,2024,2,3.13
25983,2024,2,3.31
25984,2024,2,3.39
25985,2024,2,3.33
25986,2024,2,3.53
25987,2024,2,3.68
25988,2024,2,3.54
25989,2024,2,2.71
25990,2024,2,3.26
25991,2024,2,3.53
25992,2024,2,1.9
25993,2024,2,3.57
25994,2024,2,3.56
25995,2024,2,3.56
25996,2024,2,3.35
25997,2024,2,3.53
25998,2024,2,3.63
25999,2024,2,3.4
26000,2024,2,3.49
26005,2024,2,3.8
26006,2024,2,3.54
26007,2024,2,3.42
26008,2024,2,3.51
26009,2024,2,3.46
26010,2024,2,3.67
26011,2024,2,3.24
26012,2024,2,3.62
26013,2024,2,3.67
26014,2024,2,0
26015,2024,2,3.74
26016,2024,2,3.55
26017,2024,2,3.41
26018,2024,2,3.13
26019,2024,2,3.58
26020,2024,2,3.7
26021,2024,2,3.25
26022,2024,2,3.47
26023,2024,2,3.31
26024,2024,2,3.18
26025,2024,2,3.55
26026,2024,2,3.79
26027,2024,2,3.6
26028,2024,2,3.41
26029,2024,2,3.49
26030,2024,2,3.44
26031,2024,2,3.42
26032,2024,2,3.53
26033,2024,2,3.1
26034,2024,2,3.43
26036,2024,2,3.45
26038,2024,2,3.66
26039,2024,2,3.7
26040,2024,2,3.75
26041,2024,2,3.61
26042,2024,2,3.34
26043,2024,2,3.56
26044,2024,2,3.54
26045,2024,2,3.53
26046,2024,2,3.67
26047,2024,2,3.58
26048,2024,2,3.69
26049,2024,2,3.42
26050,2024,2,3.17
26051,2024,2,3.25
26053,2024,2,3
26054,2024,2,3.46
26055,2024,2,3.5
26056,2024,2,3.33
26058,2024,2,3.63
26059,2024,2,3.25
26060,2024,2,3.04
26061,2024,2,3.72
26062,2024,2,3.49
26063,2024,2,3.9
26064,2024,2,3.47
26065,2024,2,3.01
26066,2024,2,3.51
26067,2024,2,3.43
26068,2024,2,3.58
26069,2024,2,3.51
26070,2024,2,3.63
26071,2024,2,3.41
26072,2024,2,3.69
26073,2024,2,3.68
26074,2024,2,3.76
26075,2024,2,3.04
26076,2024,2,3.28
26077,2024,2,3.18
26078,2024,2,2.39
26081,2024,2,3.7
26082,2024,2,3.54
26083,2024,2,3.24
26084,2024,2,3.7
26085,2024,2,3.41
26086,2024,2,3.46
26087,2024,2,3.33
26088,2024,2,3.72
26089,2024,2,2.92
26090,2024,2,3.49
26091,2024,2,3.58
26092,2024,2,3.47
26093,2024,2,3.83
26094,2024,2,3.18
26095,2024,2,3.33
26096,2024,2,2.26
26097,2024,2,3.41
26099,2024,2,3
26100,2024,2,3.53
26101,2024,2,3.16
26102,2024,2,3.53
26103,2024,2,3.24
26104,2024,2,3.51
26105,2024,2,3.88
26106,2024,2,3.53
26107,2024,2,3.53
26109,2024,2,3.36
26110,2024,2,3.64
26111,2024,2,3.38
26112,2024,2,3.61
26114,2024,2,3.28
26115,2024,2,3.46
26117,2024,2,3.18
26118,2024,2,3.29
26119,2024,2,3.33
26120,2024,2,3.32
26121,2024,2,3.49
26122,2024,2,3.71
26123,2024,2,3.32
26124,2024,2,3.21
26125,2024,2,3.81
26126,2024,2,3.53
26127,2024,2,3.78
26128,2024,2,3.67
26129,2024,2,3.53
26130,2024,2,3.46
26131,2024,2,3.36
26132,2024,2,3.6
26133,2024,2,3.45
26134,2024,2,3.09
26135,2024,2,3.63
26136,2024,2,3.63
26137,2024,2,3.76
26138,2024,2,3.19
26139,2024,2,3.39
26140,2024,2,3.4
26141,2024,2,3.45
26142,2024,2,3.72
26143,2024,2,3.1
26144,2024,2,3.46
26145,2024,2,3.66
26146,2024,2,2.86
26147,2024,2,3.26
26148,2024,2,3.72
26150,2024,2,3.46
26151,2024,2,3.38
26152,2024,2,3.22
26153,2024,2,3.28
26154,2024,2,3.65
26155,2024,2,3.63
26156,2024,2,2.57
26157,2024,2,3.7
26158,2024,2,3.44
26159,2024,2,3.55
26160,2024,2,2.61
26161,2024,2,3.17
26162,2024,2,3.43
26164,2024,2,3.44
26165,2024,2,3.42
26166,2024,2,3.68
26167,2024,2,2.99
26168,2024,2,3.65
26169,2024,2,2.86
26170,2024,2,0
26171,2024,2,3.3
26173,2024,2,3.39
26174,2024,2,3.5
26176,2024,2,3.5
26178,2024,2,3.24
26180,2024,2,3.44
26181,2024,2,2.69
26182,2024,2,3.47
26183,2024,2,3.38
26184,2024,2,3.4
26185,2024,2,3.44
26186,2024,2,3.55
26187,2024,2,3.46
26188,2024,2,3.54
26189,2024,2,3.64
26190,2024,2,3.36
26191,2024,2,3.13
26192,2024,2,3.66
26193,2024,2,3.16
26194,2024,2,3.25
26195,2024,2,0
26196,2024,2,3.87
26197,2024,2,3.26
26198,2024,2,3.83
26199,2024,2,3.16
26200,2024,2,3.44
26201,2024,2,3.84
26202,2024,2,3.74
26203,2024,2,2.99
26204,2024,2,3.29
26205,2024,2,3.46
26206,2024,2,3.14
26207,2024,2,3.62
26208,2024,2,3.62
26210,2024,2,3.49
26211,2024,2,3.25
26212,2024,2,3.8
26213,2024,2,3.54
26214,2024,2,3.72
26215,2024,2,3.37
26216,2024,2,3.51
26217,2024,2,3.38
26219,2024,2,3.93
26220,2024,2,3.82
26221,2024,2,3.29
26222,2024,2,3.2
26223,2024,2,3.4
26224,2024,2,3.35
26225,2024,2,3.45
26227,2024,2,3.57
26229,2024,2,3.43
26230,2024,2,2.64
26231,2024,2,3.19
26232,2024,2,3.28
26233,2024,2,3.01
26234,2024,2,3.64
26235,2024,2,3.53
26236,2024,2,3.5
26237,2024,2,3.16
26239,2024,2,3.56
26240,2024,2,2.04
26241,2024,2,3.64
26242,2024,2,3.38
26243,2024,2,3.51
26244,2024,2,2.94
26246,2024,2,2.72
26247,2024,2,3.41
26249,2024,2,3.6
26250,2024,2,3.21
26251,2024,2,3.63
26255,2024,2,3.46
26258,2024,2,2.31
26263,2024,2,2.86
26268,2024,2,3.29
26270,2024,2,3.44
26271,2024,2,3.04
26272,2024,2,3.38
26273,2024,2,3.46
26274,2024,2,3.28
26275,2024,2,3.64
26276,2024,2,3.88
26277,2024,2,3.37
26278,2024,2,3.54
26279,2024,2,3.38
26281,2024,2,3.65
26282,2024,2,3.35
26283,2024,2,3.14
26284,2024,2,3.26
26285,2024,2,3.56
26286,2024,2,3.62
26287,2024,2,3.68
26288,2024,2,3.47
26289,2024,2,3.51
26290,2024,2,3.41
26292,2024,2,3.37
26293,2024,2,3.31
26294,2024,2,3.39
26295,2024,2,3.5
26296,2024,2,3.56
26297,2024,2,3.21
26298,2024,2,3.28
26299,2024,2,0.37
26300,2024,2,3.53
26301,2024,2,3.47
26302,2024,2,3.75
26303,2024,2,3.35
26304,2024,2,2.9
26305,2024,2,3.62
26306,2024,2,3.62
26308,2024,2,3.45
26309,2024,2,3.69
26310,2024,2,3.64
26311,2024,2,3.46
26312,2024,2,3.18
26313,2024,2,3.17
26315,2024,2,3.43
26316,2024,2,3.34
26317,2024,2,3.51
26318,2024,2,3.05
26319,2024,2,3.66
26320,2024,2,3.42
26321,2024,2,3.44
26322,2024,2,3.24
26323,2024,2,3.75
26324,2024,2,3.64
26325,2024,2,1.22
26326,2024,2,3.47
26327,2024,2,3.21
26328,2024,2,3.19
26329,2024,2,3.22
26330,2024,2,3.03
26331,2024,2,3.38
26332,2024,2,3.66
26333,2024,2,3.08
26334,2024,2,2.82
26335,2024,2,3.09
26336,2024,2,3.6
26337,2024,2,3.36
26338,2024,2,3.15
26339,2024,2,3.57
26340,2024,2,3.46
26341,2024,2,2.62
26342,2024,2,2.49
26343,2024,2,2.99
26344,2024,2,3.14
26345,2024,2,3.06
26346,2024,2,3.38
26347,2024,2,3.24
26348,2024,2,3.69
26349,2024,2,3.66
26350,2024,2,3.76
26351,2024,2,3.4
26352,2024,2,3.5
26353,2024,2,3.64
26354,2024,2,3.71
26355,2024,2,3.04
26356,2024,2,3.39
26357,2024,2,3.43
26358,2024,2,3.4
26359,2024,2,3.18
26360,2024,2,3.29
26361,2024,2,3.28
26362,2024,2,3.57
26364,2024,2,3.18
26365,2024,2,3.76
26366,2024,2,3.43
26367,2024,2,1.26
26368,2024,2,3.21
26369,2024,2,3.44
26370,2024,2,3.11
26371,2024,2,3.32
26372,2024,2,3.18
26379,2024,2,3.25
26382,2024,2,3.57
26383,2024,2,2.97
26385,2024,2,3.26
26387,2024,2,3.57
26388,2024,2,3.81
26389,2024,2,3.42
26390,2024,2,3.25
26391,2024,2,3.55
26392,2024,2,2.91
26393,2024,2,3.41
26395,2024,2,3.58
26396,2024,2,3.54
26397,2024,2,3.09
26398,2024,2,3.74
26399,2024,2,3.17
26400,2024,2,3.42
26401,2024,2,2.72
26402,2024,2,3.13
26403,2024,2,3.54
26405,2024,2,3.42
26406,2024,2,3.22
26407,2024,2,2.99
26408,2024,2,2.7
26409,2024,2,3.42
26410,2024,2,2.85
26411,2024,2,3.5
26412,2024,2,3.62
26413,2024,2,3.41
26414,2024,2,3.39
26415,2024,2,3.38
26416,2024,2,3.4
26417,2024,2,3.41
26418,2024,2,3.29
26419,2024,2,3.32
26420,2024,2,3.38
26421,2024,2,3.39
26422,2024,2,3.43
26423,2024,2,3.31
26424,2024,2,3.58
26425,2024,2,3.67
26426,2024,2,3.29
26427,2024,2,3.56
26428,2024,2,3.46
26429,2024,2,3.39
26430,2024,2,3.25
26431,2024,2,3.28
26432,2024,2,3.61
26433,2024,2,3.24
26434,2024,2,3.42
26435,2024,2,0.68
26436,2024,2,1.61
26438,2024,2,3.61
26439,2024,2,3.26
26440,2024,2,3.5
26441,2024,2,3.63
26442,2024,2,3.22
26443,2024,2,3.43
26444,2024,2,2.89
26445,2024,2,3.6
26446,2024,2,3.42
26448,2024,2,3.43
26449,2024,2,3.48
26450,2024,2,3.28
26451,2024,2,3.71
26453,2024,2,3.29
26454,2024,2,3.56
26455,2024,2,2.75
26456,2024,2,3.36
26457,2024,2,3.72
26458,2024,2,2.91
26459,2024,2,3.41
26460,2024,2,3.75
26461,2024,2,3.45
26462,2024,2,3.54
26463,2024,2,3.4
26464,2024,2,3.54
26465,2024,2,3.24
26466,2024,2,3.42
26467,2024,2,3.31
26468,2024,2,2.92
26469,2024,2,3.74
26470,2024,2,1.47
26471,2024,2,3.41
26472,2024,2,3.43
26473,2024,2,3.42
26474,2024,2,3.21
26475,2024,2,3.61
26476,2024,2,3.14
26477,2024,2,2.75
26478,2024,2,2.53
26479,2024,2,3.15
26480,2024,2,3.34
26482,2024,2,3.06
26483,2024,2,3.18
26484,2024,2,3.62
26485,2024,2,3.46
26486,2024,2,3.47
26487,2024,2,2.79
26488,2024,2,2.99
26489,2024,2,2.88
26490,2024,2,3.51
26491,2024,2,3.32
26492,2024,2,3.63
26493,2024,2,3.07
26494,2024,2,3.35
26495,2024,2,3.67
26498,2024,2,3.61
26500,2024,2,3.38
26501,2024,2,3.59
26502,2024,2,3.33
26503,2024,2,3.54
26504,2024,2,3.13
26506,2024,2,3.17
26507,2024,2,2.96
26509,2024,2,3.22
26512,2024,2,3.47
26513,2024,2,3.46
26514,2024,2,3.67
26515,2024,2,3.11
26517,2024,2,3.49
26518,2024,2,3.31
26519,2024,2,3.64
26520,2024,2,3.26
26521,2024,2,3.49
26522,2024,2,3.18
26524,2024,2,3.14
26526,2024,2,3.45
26527,2024,2,3.38
26528,2024,2,3.6
26529,2024,2,3.49
26530,2024,2,3
26531,2024,2,3.5
26532,2024,2,3.49
26533,2024,2,3
26534,2024,2,3.53
26535,2024,2,3.46
26536,2024,2,3.51
26537,2024,2,3.14
26538,2024,2,3.42
26539,2024,2,3.59
26540,2024,2,3.35
26541,2024,2,2.84
26542,2024,2,3.39
26543,2024,2,3.35
26544,2024,2,3.57
26546,2024,2,3.41
26547,2024,2,3.38
26548,2024,2,3.18
26549,2024,2,2.97
26550,2024,2,2.93
26551,2024,2,3.5
26552,2024,2,3.07
26553,2024,2,3.61
26554,2024,2,3.21
26555,2024,2,1.21
26556,2024,2,3.53
26557,2024,2,3.46
26558,2024,2,3.53
26559,2024,2,3.34
26561,2024,2,3.57
26562,2024,2,3.33
26563,2024,2,3.34
26565,2024,2,3.59
26566,2024,2,3.2
26567,2024,2,3.36
26569,2024,2,3.41
26571,2024,2,2.56
26573,2024,2,2.9
26574,2024,2,3.21
26575,2024,2,3.5
26576,2024,2,2.91
26578,2024,2,3.26
26580,2024,2,3.41
26582,2024,2,3.65
26583,2024,2,3.19
26584,2024,2,3.36
26585,2024,2,3.49
26586,2024,2,3.32
26587,2024,2,2.61
26588,2024,2,3.12
26591,2024,2,3.38
26592,2024,2,3.38
26593,2024,2,3.58
26594,2024,2,3.41
26595,2024,2,2.99
26596,2024,2,3.45
26598,2024,2,3.28
26599,2024,2,3.21
26601,2024,2,3.07
26602,2024,2,3.5
26603,2024,2,3.5
26604,2024,2,3.61
26605,2024,2,2.79
26606,2024,2,3.64
26607,2024,2,3.31
26609,2024,2,3.14
26610,2024,2,3.62
26611,2024,2,3.6
26612,2024,2,3.71
26613,2024,2,3.46
26614,2024,2,3.15
26615,2024,2,3.75
26616,2024,2,2.99
26617,2024,2,3.13
26618,2024,2,2.92
26619,2024,2,3.62
26620,2024,2,3.15
26621,2024,2,3.51
26622,2024,2,3.48
26624,2024,2,3.07
26625,2024,2,3.25
26626,2024,2,2.21
26627,2024,2,2.92
26628,2024,2,2.75
26629,2024,2,3.5
26630,2024,2,3.2
26631,2024,2,3.46
26633,2024,2,3.45
26635,2024,2,3.62
26636,2024,2,3.51
26637,2024,2,3.39
26638,2024,2,2.49
26640,2024,2,3.59
26641,2024,2,3.49
26642,2024,2,3.51
26643,2024,2,3.54
26644,2024,2,3.76
26645,2024,2,3.58
26646,2024,2,3.11
26647,2024,2,3.41
26648,2024,2,3.43
26649,2024,2,3.21
26650,2024,2,3.36
26651,2024,2,3.37
26652,2024,2,3.44
26653,2024,2,1.18
26654,2024,2,3.25
26655,2024,2,3.21
26656,2024,2,3.38
26657,2024,2,3.42
26659,2024,2,3.2
26660,2024,2,3.36
26661,2024,2,2.8
26662,2024,2,3.37
26664,2024,2,3.16
26665,2024,2,3.35
26667,2024,2,3.4
26669,2024,2,3.3
26670,2024,2,3.04
26671,2024,2,3.49
26672,2024,2,3.71
26673,2024,2,3.32
26674,2024,2,3.71
26675,2024,2,2.93
26676,2024,2,3.57
26677,2024,2,3.41
26678,2024,2,3.56
26679,2024,2,3.62
26680,2024,2,3.64
26681,2024,2,3.43
26684,2024,2,3.21
26685,2024,2,2.51
26688,2024,2,2.65
26693,2024,2,3.21
26694,2024,2,3.1
26697,2024,2,3.22
26699,2024,2,3.56
26700,2024,2,3.53
26701,2024,2,3.1
26702,2024,2,3.25
26703,2024,2,3.51
26704,2024,2,3.6
26705,2024,2,3.04
26706,2024,2,2.88
26708,2024,2,3.49
26709,2024,2,2.97
26710,2024,2,3.03
